Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
476,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,34-309,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
477,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,27-097,1997,0.3,0,2,1,50.0,6.43,3.21,0.00,0.00,21.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
478,Chiquinho,pt POR,MF,Wolves,eng Premier League,24-360,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
479,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,24-360,2000,1.6,0,4,2,50.0,2.48,1.24,0.00,0.00,15.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
480,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27-252,1997,15.8,0,3,0,0.0,0.19,0.00,0.00,,23.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
481,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,23-128,2001,10.3,1,6,1,16.7,0.58,0.10,0.17,1.00,18.5,1,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
482,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,eng Premier League,27-121,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
483,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,28-295,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
484,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29-343,1995,18.6,1,22,8,36.4,1.18,0.43,0.05,0.13,20.0,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
485,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,25-253,1999,8.6,2,28,7,25.0,3.27,0.82,0.07,0.29,19.7,0,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches
486,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,20-004,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
487,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35-283,1989,18.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
488,Alessandro Circati,au AUS,DF,Parma,it Serie A,21-112,2003,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
489,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,30-320,1994,9.7,1,11,1,9.1,1.14,0.10,0.09,1.00,19.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
490,Alphadjo Cissè,it ITA,MF,Hellas Verona,it Serie A,18-100,2006,0.0,0,1,1,100.0,45.00,45.00,0.00,0.00,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
491,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,23-355,2001,15.6,2,11,2,18.2,0.71,0.13,0.18,1.00,23.9,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
492,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,20-048,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
493,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,29-356,1995,5.1,1,5,1,20.0,0.97,0.19,0.20,1.00,17.1,0,0,0,0.6,0.6,0.11,+0.4,+0.4,Matches
494,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,23-334,2001,4.2,0,1,1,100.0,0.24,0.24,0.00,0.00,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
495,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,eng Premier League,24-068,2000,6.7,0,11,1,9.1,1.64,0.15,0.00,0.00,19.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
496,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26-238,1998,9.8,6,25,12,48.0,2.54,1.22,0.24,0.50,20.2,0,0,0,2.6,2.6,0.10,+3.4,+3.4,Matches
497,Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,32-127,1992,12.0,1,10,3,30.0,0.83,0.25,0.10,0.33,19.2,2,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
498,Silvi Clúa,es ESP,MF,Girona,es La Liga,20-001,2005,1.8,0,2,1,50.0,1.10,0.55,0.00,0.00,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
499,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,33-300,1991,4.4,0,1,0,0.0,0.23,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
500,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,31-340,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
501,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28-220,1996,5.2,0,1,0,0.0,0.19,0.00,0.00,,27.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
502,Saúl Coco,gq EQG,DF,Torino,it Serie A,25-356,1999,20.0,2,14,4,28.6,0.70,0.20,0.14,0.50,19.9,2,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
503,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,36-111,1988,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6,Matches
504,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23-275,2001,23.0,2,12,5,41.7,0.52,0.22,0.17,0.40,8.6,0,0,0,2.2,2.2,0.18,-0.2,-0.2,Matches
505,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-020,2004,7.6,1,1,1,100.0,0.13,0.13,1.00,1.00,7.5,0,0,0,0.2,0.2,0.21,+0.8,+0.8,Matches
506,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,21-027,2004,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
507,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22-328,2002,17.4,5,40,14,35.0,2.30,0.80,0.10,0.29,18.1,0,1,1,4.9,4.1,0.10,+0.1,-0.1,Matches
508,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25-264,1999,15.1,2,35,12,34.3,2.32,0.79,0.06,0.17,18.4,2,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches
509,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21-339,2003,21.0,0,6,1,16.7,0.29,0.05,0.00,0.00,7.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
510,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28-231,1996,8.9,3,30,13,43.3,3.38,1.46,0.10,0.23,16.1,0,0,0,3.2,3.2,0.11,-0.2,-0.2,Matches
511,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,26-361,1998,11.9,0,8,0,0.0,0.67,0.00,0.00,,23.7,1,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
512,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28-117,1996,15.7,2,13,2,15.4,0.83,0.13,0.15,1.00,12.5,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches
513,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19-345,2005,17.8,0,3,1,33.3,0.17,0.06,0.00,0.00,10.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
514,Francisco Conceição,pt POR,FW,Juventus,it Serie A,22-047,2002,9.4,1,21,6,28.6,2.23,0.64,0.05,0.17,18.5,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
515,Diego Conde,es ESP,GK,Villarreal,es La Liga,26-094,1998,14.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
516,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26-306,1998,7.6,1,19,8,42.1,2.49,1.05,0.05,0.13,17.5,2,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches
517,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28-145,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
518,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28-205,1996,5.6,0,5,2,40.0,0.89,0.36,0.00,0.00,13.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
519,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27-362,1997,20.6,1,10,2,20.0,0.49,0.10,0.10,0.50,24.1,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
520,Copete,es ESP,DF,Mallorca,es La Liga,25-112,1999,7.3,0,4,2,50.0,0.55,0.27,0.00,0.00,9.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
521,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-033,2003,17.5,1,5,1,20.0,0.29,0.06,0.20,1.00,8.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
522,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-080,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
523,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-066,1997,8.5,0,4,0,0.0,0.47,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
524,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-125,1996,0.8,0,1,0,0.0,1.25,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
525,Maxwel Cornet,ci CIV,FW,Genoa,it Serie A,28-125,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
526,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-049,1996,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
527,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-327,1995,6.2,2,26,9,34.6,4.21,1.46,0.08,0.22,13.2,0,0,0,4.0,4.0,0.15,-2.0,-2.0,Matches
528,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-170,1994,1.7,1,5,2,40.0,2.96,1.18,0.20,0.50,12.1,0,0,0,0.8,0.8,0.17,+0.2,+0.2,Matches
529,Thierry Correia,pt POR,DF,Valencia,es La Liga,25-327,1999,8.5,0,7,3,42.9,0.82,0.35,0.00,0.00,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
530,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-188,2002,5.8,1,11,5,45.5,1.89,0.86,0.09,0.20,17.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
531,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-201,1993,8.3,0,1,0,0.0,0.12,0.00,0.00,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
532,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-025,2001,3.9,0,9,2,22.2,2.30,0.51,0.00,0.00,18.0,0,0,0,1.2,1.2,0.13,-1.2,-1.2,Matches
533,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23-304,2001,14.7,2,9,4,44.4,0.61,0.27,0.22,0.50,12.4,0,0,0,0.6,0.6,0.07,+1.4,+1.4,Matches
534,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-304,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
535,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-064,2000,16.7,0,22,8,36.4,1.32,0.48,0.00,0.00,19.6,1,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
536,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25-302,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
537,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-161,1992,7.4,0,4,1,25.0,0.54,0.14,0.00,0.00,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
538,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28-295,1996,15.8,0,2,1,50.0,0.13,0.06,0.00,0.00,14.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
539,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-103,2002,0.4,1,2,1,50.0,4.74,2.37,0.50,1.00,11.8,0,0,0,0.2,0.2,0.11,+0.8,+0.8,Matches
540,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-108,2003,4.4,0,3,0,0.0,0.69,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
541,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23-347,2001,4.9,1,9,3,33.3,1.85,0.62,0.11,0.33,14.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
542,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-255,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
543,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-255,1999,12.0,0,3,0,0.0,0.25,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
544,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-264,1992,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
545,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22-241,2002,6.3,0,4,2,50.0,0.64,0.32,0.00,0.00,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
546,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-022,1999,14.2,1,9,4,44.4,0.63,0.28,0.11,0.25,15.1,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
547,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-046,1989,2.3,0,1,0,0.0,0.43,0.00,0.00,,31.6,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
548,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-166,2002,15.8,0,16,5,31.3,1.01,0.32,0.00,0.00,10.4,0,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
549,Bryan Cristante,it ITA,MF,Roma,it Serie A,29-333,1995,11.2,1,13,2,15.4,1.16,0.18,0.08,0.50,15.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
550,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-073,1995,1.5,0,1,0,0.0,0.66,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
551,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-186,1992,8.8,0,3,0,0.0,0.34,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
552,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24-280,2000,13.9,4,23,10,43.5,1.65,0.72,0.17,0.40,20.7,1,0,0,1.5,1.5,0.07,+2.5,+2.5,Matches
553,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-249,1988,3.5,0,8,1,12.5,2.29,0.29,0.00,0.00,14.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
554,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-008,2007,18.5,0,7,0,0.0,0.38,0.00,0.00,,8.4,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
555,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-192,1998,19.0,2,11,3,27.3,0.58,0.16,0.18,0.67,16.7,0,0,0,1.5,1.5,0.14,+0.5,+0.5,Matches
556,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-074,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
557,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-248,1999,19.8,10,67,26,38.8,3.38,1.31,0.15,0.38,20.4,5,0,0,4.8,4.8,0.07,+5.2,+5.2,Matches
558,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-027,1998,16.9,6,49,20,40.8,2.90,1.18,0.12,0.30,16.1,0,0,1,5.3,4.5,0.09,+0.7,+1.5,Matches
559,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,24-170,2000,4.9,1,11,5,45.5,2.23,1.02,0.09,0.20,13.8,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
560,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-002,1995,0.3,0,1,0,0.0,3.21,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
561,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-143,1988,6.7,0,5,2,40.0,0.75,0.30,0.00,0.00,15.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
562,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-235,2001,14.5,1,14,4,28.6,0.96,0.28,0.07,0.25,21.7,2,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
563,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24-332,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
564,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26-309,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
565,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-029,1996,3.6,1,5,2,40.0,1.39,0.56,0.20,0.50,19.4,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
566,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-113,1998,3.1,1,7,1,14.3,2.28,0.33,0.14,1.00,16.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
567,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22-330,2002,2.7,0,1,0,0.0,0.37,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
568,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,24-180,2000,4.9,2,15,6,40.0,3.04,1.22,0.13,0.33,9.6,0,0,0,2.6,2.6,0.17,-0.6,-0.6,Matches
569,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25-318,1999,21.6,0,15,4,26.7,0.69,0.18,0.00,0.00,19.2,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
570,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-211,2000,18.9,2,20,7,35.0,1.06,0.37,0.10,0.29,15.8,2,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
571,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23-278,2001,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,10.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
572,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23-276,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
573,Danilo,br BRA,DF,Juventus,it Serie A,33-199,1991,6.5,0,1,0,0.0,0.15,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
574,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27-365,1997,2.2,2,6,3,50.0,2.70,1.35,0.33,0.67,13.9,0,0,0,0.8,0.8,0.14,+1.2,+1.2,Matches
575,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27-365,1997,8.9,1,15,8,53.3,1.69,0.90,0.07,0.13,16.1,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
576,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,19-014,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
577,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20-216,2004,9.8,0,11,0,0.0,1.12,0.00,0.00,,18.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
578,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-133,1998,12.0,0,10,2,20.0,0.83,0.17,0.00,0.00,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
579,Dante,br BRA,DF,Nice,fr Ligue 1,41-104,1983,11.3,0,4,0,0.0,0.36,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
580,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.8,1,5,2,40.0,6.16,2.47,0.20,0.50,11.5,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
581,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,23-023,2002,0.2,0,1,0,0.0,5.63,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
582,Bence Dárdai,de GER,MF,Wolfsburg,de Bundesliga,19-006,2006,7.6,1,4,1,25.0,0.52,0.13,0.25,1.00,16.7,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
583,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-039,1993,14.7,0,19,4,21.1,1.30,0.27,0.00,0.00,22.9,1,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
584,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-059,1989,11.9,2,7,2,28.6,0.59,0.17,0.29,1.00,16.7,0,0,0,1.2,1.2,0.17,+0.8,+0.8,Matches
585,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-121,1998,4.6,1,8,4,50.0,1.75,0.87,0.13,0.25,15.8,0,0,1,2.7,1.9,0.24,-1.7,-0.9,Matches
586,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-022,2001,5.1,0,5,0,0.0,0.98,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
587,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-016,2000,16.1,11,31,16,51.6,1.93,0.99,0.19,0.38,16.3,0,5,6,10.3,5.6,0.18,+0.7,+0.4,Matches
588,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-089,2000,15.1,1,17,3,17.6,1.13,0.20,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
589,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-281,1993,5.0,0,1,0,0.0,0.20,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
590,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26-352,1998,7.6,2,14,5,35.7,1.83,0.65,0.14,0.40,9.5,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
591,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-018,2000,22.5,1,11,2,18.2,0.49,0.09,0.09,0.50,18.8,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
592,Zuriko Davitashvili,ge GEO,"MF,FW",Saint-Étienne,fr Ligue 1,23-350,2001,17.1,6,36,15,41.7,2.10,0.88,0.14,0.33,21.3,4,1,1,4.0,3.2,0.09,+2.0,+1.8,Matches
593,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29-255,1995,10.4,0,2,0,0.0,0.19,0.00,0.00,,10.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
594,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-269,1990,10.8,0,5,1,20.0,0.46,0.09,0.00,0.00,8.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
595,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33-216,1991,11.0,2,33,8,24.2,2.99,0.73,0.06,0.25,22.5,4,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
596,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23-326,2001,15.2,5,30,14,46.7,1.97,0.92,0.17,0.36,11.6,0,0,0,3.8,3.8,0.13,+1.2,+1.2,Matches
597,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-251,1994,12.4,3,12,4,33.3,0.97,0.32,0.25,0.75,23.1,0,0,0,1.1,1.1,0.09,+1.9,+1.9,Matches
598,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23-363,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
599,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-102,1992,3.7,0,2,1,50.0,0.53,0.27,0.00,0.00,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
600,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-252,1988,6.0,0,2,0,0.0,0.33,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
601,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-239,1998,2.1,0,1,0,0.0,0.47,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
602,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-232,2002,11.1,2,7,5,71.4,0.63,0.45,0.29,0.40,8.0,0,0,0,1.2,1.2,0.17,+0.8,+0.8,Matches
603,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-182,1995,9.1,0,9,1,11.1,0.99,0.11,0.00,0.00,17.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
604,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-307,1996,10.6,4,12,6,50.0,1.13,0.57,0.08,0.17,21.2,0,3,4,4.4,1.2,0.10,-0.4,-0.2,Matches
605,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-081,1999,18.7,4,10,5,50.0,0.53,0.27,0.40,0.80,12.0,0,0,0,1.9,1.9,0.19,+2.1,+2.1,Matches
606,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21-357,2003,18.6,8,35,17,48.6,1.88,0.91,0.17,0.35,16.1,0,2,2,6.4,4.8,0.14,+1.6,+1.2,Matches
607,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23-359,2001,7.1,2,10,2,20.0,1.41,0.28,0.20,1.00,20.2,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
608,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24-299,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
609,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-025,2004,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
610,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27-260,1997,11.6,11,53,28,52.8,4.55,2.40,0.19,0.36,16.4,0,1,1,7.3,6.5,0.12,+3.7,+3.5,Matches
