Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1909,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,22-001,2003,2.5,170,153,17,7,0,0,2,10,0,0,0,0,151,0,1,Matches
1910,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21-041,2003,7.8,324,307,16,11,0,5,0,1,0,0,0,0,262,1,3,Matches
1911,Dani Raba,es ESP,"MF,FW",Leganés,es La Liga,29-093,1995,7.5,221,175,44,17,5,1,37,1,16,4,9,0,141,2,8,Matches
1912,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29-302,1995,12.6,757,742,14,8,3,0,18,5,0,0,0,0,642,1,20,Matches
1913,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-303,1999,11.3,513,443,68,28,2,1,43,1,23,9,8,0,403,2,11,Matches
1914,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,23-109,2001,0.6,31,19,12,2,0,0,0,0,0,0,0,0,16,0,0,Matches
1915,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33-114,1991,19.6,961,872,88,36,1,1,1,1,0,0,0,0,845,1,3,Matches
1916,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20-318,2004,1.0,26,24,2,0,1,0,1,1,0,0,0,0,17,0,0,Matches
1917,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28-293,1996,14.5,657,640,13,12,2,2,2,1,0,0,0,0,545,4,8,Matches
1918,Benito Ramírez,es ESP,"DF,MF",Las Palmas,es La Liga,29-203,1995,3.6,224,192,32,4,0,0,24,27,1,0,1,0,180,0,10,Matches
1919,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29-205,1995,13.6,385,332,49,13,1,3,69,3,33,9,19,0,246,4,13,Matches
1920,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23-224,2001,3.9,75,74,1,0,0,0,0,1,0,0,0,0,60,0,4,Matches
1921,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26-261,1998,15.0,637,517,118,42,0,3,0,0,0,0,0,0,431,2,0,Matches
1922,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23-247,2001,10.6,361,359,1,0,2,2,6,1,0,0,0,0,308,1,9,Matches
1923,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25-282,1999,19.3,1031,967,57,45,0,5,3,3,0,0,0,0,907,7,7,Matches
1924,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21-194,2003,0.2,12,11,1,0,0,0,0,1,0,0,0,0,8,0,0,Matches
1925,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24-228,2000,4.0,172,135,37,5,2,0,23,25,7,0,4,0,125,0,6,Matches
1926,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-047,1996,19.3,917,750,156,33,6,12,136,9,101,24,34,0,636,11,22,Matches
1927,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,27-091,1997,10.9,343,334,9,1,6,5,27,4,1,1,0,0,253,0,10,Matches
1928,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-347,2000,3.3,139,118,21,6,1,0,18,1,10,5,4,0,97,0,6,Matches
1929,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-224,1998,18.3,874,701,168,4,2,1,45,164,0,0,0,0,707,5,28,Matches
1930,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,24-088,2000,6.4,123,115,6,0,0,1,4,0,0,0,0,0,80,2,7,Matches
1931,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26-283,1998,8.9,557,445,110,21,1,3,79,70,19,11,7,0,400,2,19,Matches
1932,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-080,1999,7.0,281,232,49,21,0,1,0,0,0,0,0,0,221,0,0,Matches
1933,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,28-014,1997,8.0,313,290,23,15,1,6,8,2,4,1,3,0,271,0,9,Matches
1934,David Raya,es ESP,GK,Arsenal,eng Premier League,29-137,1995,23.0,835,683,149,57,0,0,0,0,0,0,0,0,600,3,0,Matches
1935,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,26-172,1998,4.3,118,108,10,1,0,1,17,2,7,4,0,0,74,0,6,Matches
1936,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,31-131,1993,6.0,197,179,17,0,2,0,26,2,8,5,3,0,122,1,16,Matches
1937,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30-003,1995,0.7,39,34,5,3,0,0,5,0,1,0,1,0,28,0,3,Matches
1938,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18-330,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1939,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-045,1996,1.4,105,88,16,1,0,0,10,13,2,1,1,0,73,1,4,Matches
1940,Bobby Reid,jm JAM,"FW,MF",Leicester City,eng Premier League,31-363,1993,4.1,119,114,5,1,0,0,6,3,0,0,0,0,85,0,8,Matches
1941,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-185,1998,18.0,770,710,58,28,8,1,31,5,23,15,2,0,666,2,9,Matches
1942,Pepe Reina,es ESP,GK,Como,it Serie A,42-152,1982,10.0,311,259,52,26,0,0,0,0,0,0,0,0,234,0,0,Matches
1943,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-246,2002,13.9,644,617,24,18,8,2,14,4,0,0,0,0,518,3,10,Matches
1944,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-225,2000,14.2,491,481,8,6,0,3,7,2,0,0,0,0,362,2,10,Matches
1945,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29-312,1995,21.0,729,526,200,61,0,1,0,0,0,0,0,0,547,3,0,Matches
1946,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-012,2003,0.8,46,43,3,0,0,0,3,3,0,0,0,0,40,0,0,Matches
1947,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-325,2005,18.8,544,408,136,51,0,0,0,0,0,0,0,0,411,0,0,Matches
1948,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-276,1999,12.7,275,253,20,0,0,3,9,1,0,0,0,0,208,2,10,Matches
1949,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-090,1997,15.0,496,425,68,24,3,1,61,5,28,12,14,0,342,3,28,Matches
1950,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-078,2002,1.8,109,102,7,0,0,0,12,5,2,1,1,0,82,0,2,Matches
1951,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-227,2003,1.0,82,82,0,0,0,1,0,0,0,0,0,0,70,0,2,Matches
1952,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-174,1999,16.0,1251,1181,70,37,1,3,4,2,0,0,0,0,1131,0,5,Matches
1953,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-162,2001,20.6,880,812,65,43,3,3,22,5,7,4,2,0,768,3,9,Matches
1954,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-016,1999,18.3,1038,890,144,58,1,14,115,2,65,60,3,0,865,4,7,Matches
1955,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24-308,2000,9.9,444,428,14,10,0,2,1,4,0,0,0,0,365,2,7,Matches
1956,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-006,2002,5.4,309,300,9,7,0,1,2,2,0,0,0,0,278,0,4,Matches
1957,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-265,1997,2.2,56,54,2,1,0,1,7,0,0,0,0,0,38,0,3,Matches
1958,Diego Rico,es ESP,DF,Getafe,es La Liga,31-342,1993,18.0,894,628,258,23,0,6,92,228,7,0,7,0,602,8,24,Matches
1959,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22-349,2002,7.3,313,271,40,7,2,0,33,6,25,10,10,0,221,2,15,Matches
1960,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-106,1993,0.3,11,9,2,1,0,0,6,1,0,0,0,0,5,0,0,Matches
1961,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-106,1993,18.3,686,606,77,15,3,10,131,33,29,16,9,0,447,3,42,Matches
1962,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,24-303,2000,4.5,203,187,16,2,0,0,21,6,8,3,3,0,163,0,4,Matches
1963,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,19-153,2005,0.8,34,33,0,0,0,0,4,0,0,0,0,0,25,1,1,Matches
1964,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-091,1995,2.2,121,92,29,1,0,0,4,28,0,0,0,0,91,0,4,Matches
1965,Lars Ritzka,de GER,"DF,FW",St. Pauli,de Bundesliga,26-268,1998,5.5,241,196,45,4,0,0,11,37,1,0,0,0,178,0,10,Matches
1966,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-182,2004,0.2,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0,Matches
1967,Sergi Roberto,es ESP,MF,Como,it Serie A,32-358,1992,6.9,440,422,17,12,1,0,5,2,3,1,2,0,399,1,10,Matches
1968,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-325,1994,17.3,1280,1084,194,33,3,5,107,110,51,35,10,0,1076,2,19,Matches
1969,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-175,1997,23.0,1404,1190,210,11,0,2,118,199,0,0,0,0,1078,4,33,Matches
1970,Marc Roca,es ESP,MF,Betis,es La Liga,28-065,1996,8.8,469,443,24,22,0,3,8,0,1,0,1,0,407,2,6,Matches
1971,Rodri,es ESP,MF,Manchester City,eng Premier League,28-222,1996,0.7,61,60,1,1,0,0,0,0,0,0,0,0,57,0,0,Matches
1972,Rodri,es ESP,FW,Betis,es La Liga,24-259,2000,1.3,66,61,5,1,0,1,6,1,3,2,1,0,56,0,3,Matches
1973,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-200,2004,5.7,130,129,0,0,1,1,3,0,0,0,0,0,67,1,0,Matches
1974,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,26-216,1998,7.6,287,258,25,10,2,9,21,0,13,6,6,0,197,4,8,Matches
1975,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21-319,2003,6.9,514,463,50,30,0,3,21,0,20,4,9,0,452,1,9,Matches
1976,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36-238,1988,12.9,403,334,67,16,6,6,71,3,36,16,18,0,272,2,13,Matches
1977,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30-293,1994,11.3,498,484,14,13,1,5,4,1,0,0,0,0,419,0,12,Matches
1978,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33-202,1991,1.6,98,84,14,4,1,0,13,2,6,4,2,0,78,0,0,Matches
1979,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-218,2003,14.0,882,829,53,20,1,7,2,33,0,0,0,0,753,0,14,Matches
1980,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-070,2005,2.8,80,75,5,0,0,0,8,3,2,0,1,0,52,0,6,Matches
1981,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28-331,1996,18.8,1176,1130,39,34,8,4,16,1,3,2,1,0,1000,7,15,Matches
1982,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-158,1992,5.2,281,230,51,4,0,0,8,47,0,0,0,0,216,0,5,Matches
1983,Rodrygo,br BRA,FW,Real Madrid,es La Liga,24-021,2001,13.3,660,589,68,14,1,1,49,10,40,16,16,0,567,3,9,Matches
1984,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-220,1999,12.2,536,471,63,2,0,1,31,61,0,0,0,0,422,2,11,Matches
1985,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-188,2002,20.1,533,496,37,2,12,3,9,5,0,0,0,0,393,0,29,Matches
1986,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22-209,2002,6.3,152,150,1,0,0,0,6,1,0,0,0,0,120,1,7,Matches
1987,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-018,1995,15.7,919,824,93,30,0,0,0,8,0,0,0,0,847,2,2,Matches
1988,Leo Román,es ESP,GK,Mallorca,es La Liga,24-208,2000,5.0,170,127,43,13,0,0,0,0,0,0,0,0,104,0,0,Matches
1989,Carlos Romero,es ESP,"DF,MF",Espanyol,es La Liga,23-093,2001,12.5,459,372,86,11,1,1,44,64,11,3,5,0,314,1,18,Matches
1990,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26-278,1998,10.8,880,806,72,56,4,1,3,2,0,0,0,0,793,2,5,Matches
1991,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-257,2000,14.6,277,247,27,0,1,0,11,0,0,0,0,0,199,3,12,Matches
1992,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,20-073,2004,2.2,49,43,6,1,0,0,10,0,4,0,3,0,34,0,1,Matches
1993,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-128,1991,9.8,588,580,8,8,1,6,5,0,0,0,0,0,532,0,8,Matches
1994,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,30-054,1994,7.9,628,611,17,10,0,0,1,7,0,0,0,0,575,0,7,Matches
1995,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33-307,1991,20.0,1371,1303,67,48,0,11,16,19,0,0,0,0,1191,1,10,Matches
1996,Vitor Roque,br BRA,FW,Betis,es La Liga,19-337,2005,12.9,177,148,29,0,1,0,5,1,1,0,0,0,128,0,7,Matches
1997,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-023,1997,13.1,521,511,10,9,2,1,2,0,0,0,0,0,447,0,6,Matches
1998,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-011,2002,7.8,228,181,46,1,0,1,5,45,0,0,0,0,155,1,11,Matches
1999,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21-355,2003,9.4,430,400,30,11,0,0,3,9,0,0,0,0,366,0,14,Matches
2000,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-164,1996,15.1,605,472,132,9,0,1,17,123,0,0,0,0,461,1,13,Matches
2001,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,20-093,2004,10.9,497,382,113,4,1,3,30,109,0,0,0,0,337,2,23,Matches
2002,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-246,2001,12.5,800,772,28,17,1,0,1,3,0,0,0,0,719,0,3,Matches
2003,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-023,2004,2.1,150,134,16,2,0,1,3,14,0,0,0,0,119,0,6,Matches
2004,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,32-024,1993,0.9,37,27,10,2,0,0,5,8,0,0,0,0,25,0,2,Matches
2005,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-057,2001,17.3,1189,1131,55,31,4,10,26,6,13,5,4,0,1062,3,6,Matches
2006,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21-275,2003,5.4,177,167,10,3,3,1,17,1,4,3,1,0,144,0,6,Matches
2007,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30-341,1994,22.0,1520,1445,74,50,1,9,0,7,0,0,0,0,1405,1,4,Matches
2008,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-081,2006,0.1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,Matches
2009,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31-333,1993,19.9,1475,1408,62,43,1,17,3,5,0,0,0,0,1355,5,5,Matches
2010,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-203,2002,14.7,985,871,111,10,0,2,59,95,6,0,3,0,832,3,21,Matches
2011,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,28-314,1996,7.1,248,213,31,4,0,1,16,22,2,1,1,0,201,4,8,Matches
2012,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-002,2000,10.8,200,176,24,0,1,1,2,2,0,0,0,0,175,0,4,Matches
2013,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21-279,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
2014,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28-302,1996,11.8,915,883,30,20,5,9,16,6,2,0,0,0,832,2,14,Matches
2015,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-255,1992,19.0,708,588,119,51,0,1,0,0,0,0,0,0,602,1,0,Matches
2016,Georginio Rutter,fr FRA,"FW,MF",Brighton,eng Premier League,22-285,2002,13.1,261,252,8,0,10,0,9,0,0,0,0,0,172,1,12,Matches
2017,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32-297,1992,1.0,25,22,3,2,0,0,0,0,0,0,0,0,18,0,0,Matches
2018,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27-074,1997,14.0,808,711,95,12,1,2,41,82,1,0,1,0,712,2,15,Matches
2019,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-179,1992,14.0,460,364,93,34,0,1,0,0,0,0,0,0,332,3,0,Matches
2020,José Sá,pt POR,GK,Wolves,eng Premier League,32-013,1993,16.0,529,399,130,41,1,0,0,0,0,0,0,0,323,0,1,Matches
2021,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,25-034,1999,3.8,81,78,2,0,0,1,7,2,0,0,0,0,61,1,8,Matches
2022,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31-331,1993,11.3,599,471,128,11,2,2,22,117,0,0,0,0,509,0,13,Matches
2023,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,27-037,1997,7.3,128,121,7,1,1,0,15,1,1,0,0,0,91,0,4,Matches
2024,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-017,1993,13.1,604,466,133,13,1,2,40,118,2,0,1,0,387,5,12,Matches
2025,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,de Bundesliga,30-319,1994,11.4,471,439,30,15,3,2,14,11,0,0,0,0,383,2,11,Matches
2026,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29-274,1995,9.4,468,398,70,7,0,1,8,63,0,0,0,0,393,0,10,Matches
2027,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27-363,1997,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
2028,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27-363,1997,2.5,48,46,1,0,0,0,2,0,0,0,0,0,25,1,2,Matches
2029,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25-217,1999,7.1,303,276,25,2,1,3,29,22,1,0,1,0,239,2,8,Matches
2030,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-217,1999,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0,Matches
2031,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-074,1996,7.9,405,391,13,11,0,5,0,1,0,0,0,0,336,1,1,Matches
2032,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25-340,1999,4.8,171,142,28,7,0,0,0,0,0,0,0,0,132,1,1,Matches
2033,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-291,1999,16.3,656,630,26,19,0,11,0,2,0,0,0,0,576,0,6,Matches
2034,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-000,2004,1.6,31,27,4,0,0,0,0,4,0,0,0,0,24,0,1,Matches
2035,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23-233,2001,10.5,437,428,8,3,4,0,9,4,1,0,0,0,369,1,17,Matches
2036,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,29-286,1995,4.5,113,104,9,1,0,1,4,1,0,0,0,0,89,0,3,Matches
2037,Théo Sainte-Luce,fr FRA,"DF,MF",Montpellier,fr Ligue 1,26-102,1998,1.7,73,56,16,0,0,0,3,16,0,0,0,0,49,1,2,Matches
2038,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23-147,2001,14.1,546,476,67,7,4,2,99,10,50,47,0,2,406,3,18,Matches
2039,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-016,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2040,Marco Sala,it ITA,DF,Como,it Serie A,25-240,1999,2.9,152,134,18,1,0,1,9,17,0,0,0,0,115,0,5,Matches
2041,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-153,2001,3.7,123,122,1,0,0,1,14,0,1,0,1,0,85,0,5,Matches
2042,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-229,1992,21.6,712,692,16,5,9,2,42,11,0,0,0,0,503,4,32,Matches
2043,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-196,2000,3.5,68,63,5,0,0,2,4,0,0,0,0,0,51,0,4,Matches
2044,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-282,2002,10.2,682,619,60,17,0,5,4,41,0,0,0,0,531,3,7,Matches
2045,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28-140,1996,15.6,867,683,182,9,2,10,57,166,7,4,2,0,616,2,20,Matches
2046,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23-312,2001,20.3,1482,1454,25,22,0,9,0,0,0,0,0,0,1394,3,3,Matches
2047,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-288,1999,10.3,707,675,32,21,0,3,0,1,0,0,0,0,602,0,7,Matches
2048,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-253,1997,0.5,17,15,2,0,0,0,4,0,2,1,1,0,11,0,0,Matches
2049,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-070,1992,8.8,344,309,35,16,1,4,1,18,0,0,0,0,281,0,4,Matches
2050,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,22-341,2002,8.6,486,443,39,7,5,10,51,1,30,24,4,0,379,4,5,Matches
2051,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-019,1996,3.2,152,150,2,2,0,0,0,0,0,0,0,0,141,0,0,Matches
2052,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-085,1995,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
2053,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-085,1995,8.9,174,173,1,0,0,2,9,1,0,0,0,0,123,0,8,Matches
2054,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30-280,1994,3.0,114,86,28,7,0,0,0,0,0,0,0,0,84,0,0,Matches
2055,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-280,1994,15.0,512,399,112,36,0,4,0,0,0,0,0,0,415,1,0,Matches
2056,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-100,1999,11.4,675,654,20,15,3,10,1,5,0,0,0,0,611,1,0,Matches
2057,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,28-145,1996,0.8,42,29,13,0,0,0,9,8,5,2,3,0,23,0,0,Matches
2058,Chuky san jose,es ESP,"MF,FW",Valladolid,es La Liga,20-276,2004,1.0,13,11,2,2,0,0,5,0,0,0,0,0,8,0,1,Matches
2059,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28-332,1996,10.8,195,187,8,0,1,1,0,1,0,0,0,0,161,0,1,Matches
2060,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-280,2000,11.4,385,372,12,2,5,4,14,2,0,0,0,0,314,1,10,Matches
2061,Alexis Sánchez,cl CHI,"FW,MF",Udinese,it Serie A,36-042,1988,1.8,50,47,3,0,0,0,4,0,3,2,0,0,40,0,1,Matches
2062,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-029,1997,9.6,346,313,29,2,1,1,20,24,1,0,0,0,252,4,10,Matches
2063,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-129,1992,9.0,299,271,25,8,2,6,49,6,10,9,1,0,208,3,8,Matches
2064,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27-322,1997,13.8,676,631,38,20,0,9,0,4,0,0,0,0,585,7,2,Matches
2065,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-168,2003,8.4,278,260,18,1,0,1,16,14,0,0,0,0,227,0,15,Matches
2066,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-159,2000,15.4,594,449,143,10,0,2,41,129,4,1,2,0,417,2,18,Matches
2067,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-073,1997,21.0,857,752,100,49,0,5,0,0,0,0,0,0,628,5,1,Matches
2068,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24-311,2000,11.8,489,478,10,1,6,0,11,9,0,0,0,0,410,1,12,Matches
2069,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26-344,1998,8.3,412,394,18,9,1,1,8,4,5,2,3,0,323,0,9,Matches
2070,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24-208,2000,2.0,94,89,5,5,0,2,1,0,0,0,0,0,72,0,1,Matches
2071,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-019,1996,9.2,475,450,25,2,0,0,27,6,10,3,0,0,391,0,13,Matches
2072,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-293,2002,7.6,401,363,37,16,0,1,2,21,0,0,0,0,337,1,2,Matches
