Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
504,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23-275,2001,23,23,2070,23.0,2,1,3,2,0,0,2,0,2.2,2.2,1.4,3.5,19,81,13,0.09,0.04,0.13,0.09,0.13,0.09,0.06,0.15,0.09,0.15,Matches
505,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-020,2004,10,8,686,7.6,1,1,2,1,0,0,1,0,0.2,0.2,0.9,1.2,12,30,18,0.13,0.13,0.26,0.13,0.26,0.03,0.12,0.15,0.03,0.15,Matches
506,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,21-027,2004,4,0,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
507,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22-328,2002,22,19,1566,17.4,5,2,7,4,1,1,2,0,4.9,4.1,2.0,6.1,21,29,86,0.29,0.11,0.40,0.23,0.34,0.28,0.12,0.39,0.23,0.35,Matches
508,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25-264,1999,20,17,1360,15.1,2,1,3,2,0,0,1,0,2.6,2.6,1.2,3.8,36,54,120,0.13,0.07,0.20,0.13,0.20,0.17,0.08,0.25,0.17,0.25,Matches
509,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21-339,2003,21,21,1889,21.0,0,1,1,0,0,0,6,0,0.5,0.5,0.9,1.3,9,95,4,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Matches
510,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28-231,1996,17,8,800,8.9,3,2,5,3,0,0,0,0,3.2,3.2,2.4,5.5,48,37,152,0.34,0.23,0.56,0.34,0.56,0.36,0.27,0.62,0.36,0.62,Matches
511,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,26-361,1998,16,13,1073,11.9,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.5,6,27,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
512,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28-117,1996,19,17,1416,15.7,2,2,4,2,0,0,4,0,1.4,1.4,1.2,2.7,22,91,29,0.13,0.13,0.25,0.13,0.25,0.09,0.08,0.17,0.09,0.17,Matches
513,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19-345,2005,19,18,1605,17.8,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,5,49,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
514,Francisco Conceição,pt POR,FW,Juventus,it Serie A,22-047,2002,14,8,849,9.4,1,3,4,1,0,0,4,1,0.8,0.8,3.6,4.5,65,23,102,0.11,0.32,0.42,0.11,0.42,0.09,0.39,0.48,0.09,0.48,Matches
515,Diego Conde,es ESP,GK,Villarreal,es La Liga,26-094,1998,15,15,1332,14.8,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.07,0.07,0.00,0.07,0.00,0.01,0.01,0.00,0.01,Matches
516,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26-306,1998,13,8,688,7.6,1,0,1,1,0,0,4,0,2.3,2.3,0.2,2.5,12,13,53,0.13,0.00,0.13,0.13,0.13,0.30,0.03,0.33,0.30,0.33,Matches
517,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28-145,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
518,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28-205,1996,18,1,505,5.6,0,1,1,0,0,0,1,0,0.5,0.5,1.4,2.0,16,14,45,0.00,0.18,0.18,0.00,0.18,0.09,0.25,0.35,0.09,0.35,Matches
519,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27-362,1997,22,20,1852,20.6,1,3,4,1,0,0,5,0,0.6,0.6,3.3,3.9,25,115,31,0.05,0.15,0.19,0.05,0.19,0.03,0.16,0.19,0.03,0.19,Matches
520,Copete,es ESP,DF,Mallorca,es La Liga,25-112,1999,14,6,657,7.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,5,18,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
521,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-033,2003,19,18,1577,17.5,1,0,1,1,0,0,8,0,0.4,0.4,0.0,0.4,4,29,2,0.06,0.00,0.06,0.06,0.06,0.02,0.00,0.02,0.02,0.02,Matches
522,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-080,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.45,Matches
523,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-066,1997,12,9,767,8.5,0,0,0,0,0,0,5,1,0.3,0.3,0.1,0.4,5,36,5,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
524,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-125,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
525,Maxwel Cornet,ci CIV,FW,Genoa,it Serie A,28-125,1996,1,0,36,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,4,0.00,2.50,2.50,0.00,2.50,0.00,0.49,0.49,0.00,0.49,Matches
526,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-049,1996,8,5,378,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,9,12,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
527,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-327,1995,19,3,556,6.2,2,1,3,2,0,0,3,0,4.0,4.0,1.2,5.1,16,14,57,0.32,0.16,0.49,0.32,0.49,0.65,0.19,0.83,0.65,0.83,Matches
528,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-170,1994,5,1,152,1.7,1,2,3,1,0,0,1,0,0.8,0.8,1.4,2.2,4,10,11,0.59,1.18,1.78,0.59,1.78,0.49,0.80,1.28,0.49,1.28,Matches
529,Thierry Correia,pt POR,DF,Valencia,es La Liga,25-327,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
530,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-188,2002,7,6,525,5.8,1,1,2,1,0,0,2,0,0.7,0.7,0.6,1.3,21,7,37,0.17,0.17,0.34,0.17,0.34,0.12,0.09,0.22,0.12,0.22,Matches
531,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-201,1993,10,10,748,8.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,5,34,8,0.00,0.12,0.12,0.00,0.12,0.00,0.04,0.04,0.00,0.04,Matches
532,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-025,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,1.2,1.2,0.4,1.6,14,24,20,0.00,0.00,0.00,0.00,0.00,0.31,0.10,0.41,0.31,0.41,Matches
533,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23-304,2001,16,15,1321,14.7,2,0,2,2,0,0,2,0,0.6,0.6,0.3,0.9,14,57,8,0.14,0.00,0.14,0.14,0.14,0.04,0.02,0.06,0.04,0.06,Matches
534,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-304,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,Matches
535,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-064,2000,18,18,1502,16.7,0,2,2,0,0,0,6,1,1.3,1.3,1.1,2.4,13,70,43,0.00,0.12,0.12,0.00,0.12,0.08,0.06,0.14,0.08,0.14,Matches
536,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25-302,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
537,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-161,1992,14,7,665,7.4,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,11,28,21,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,Matches
538,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28-295,1996,22,15,1426,15.8,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,7,53,16,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
539,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-103,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.00,2.37,2.37,2.37,0.52,0.00,0.52,0.52,0.52,Matches
540,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-108,2003,6,4,393,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,14,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
541,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23-347,2001,11,4,439,4.9,1,0,1,1,0,0,2,2,0.6,0.6,0.4,1.1,22,6,32,0.21,0.00,0.21,0.21,0.21,0.12,0.09,0.22,0.12,0.22,Matches
542,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-255,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
543,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-255,1999,14,12,1084,12.0,0,1,1,0,0,0,1,1,0.1,0.1,0.9,1.1,36,41,23,0.00,0.08,0.08,0.00,0.08,0.01,0.08,0.09,0.01,0.09,Matches
544,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-264,1992,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
545,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22-241,2002,12,4,566,6.3,0,0,0,0,0,0,4,0,0.2,0.2,0.7,0.9,30,28,49,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.14,0.02,0.14,Matches
546,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-022,1999,16,14,1278,14.2,1,0,1,1,0,0,2,0,1.0,1.0,0.7,1.7,17,41,29,0.07,0.00,0.07,0.07,0.07,0.07,0.05,0.12,0.07,0.12,Matches
547,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-046,1989,9,2,210,2.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,11,2,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
548,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-166,2002,18,16,1423,15.8,0,0,0,0,0,0,1,0,1.6,1.6,1.0,2.6,7,33,5,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,Matches
549,Bryan Cristante,it ITA,MF,Roma,it Serie A,29-333,1995,15,12,1009,11.2,1,0,1,1,0,0,4,0,0.8,0.8,0.3,1.1,15,71,14,0.09,0.00,0.09,0.09,0.09,0.07,0.03,0.10,0.07,0.10,Matches
550,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-073,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
551,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-186,1992,13,10,789,8.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,7,26,10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
552,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24-280,2000,20,14,1255,13.9,4,1,5,4,0,0,1,0,1.5,1.5,1.6,3.1,37,37,80,0.29,0.07,0.36,0.29,0.36,0.11,0.11,0.22,0.11,0.22,Matches
553,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-249,1988,10,1,315,3.5,0,2,2,0,0,0,1,0,0.6,0.6,0.9,1.4,19,23,40,0.00,0.57,0.57,0.00,0.57,0.16,0.25,0.41,0.16,0.41,Matches
554,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-008,2007,21,19,1668,18.5,0,2,2,0,0,0,3,0,0.7,0.7,1.6,2.3,13,122,4,0.00,0.11,0.11,0.00,0.11,0.04,0.08,0.12,0.04,0.12,Matches
555,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-192,1998,21,19,1714,19.0,2,1,3,2,0,0,8,1,1.5,1.5,1.3,2.8,22,64,64,0.11,0.05,0.16,0.11,0.16,0.08,0.07,0.15,0.08,0.15,Matches
556,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-074,1999,4,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
557,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-248,1999,22,20,1785,19.8,10,4,14,10,0,0,2,0,4.8,4.8,5.7,10.5,79,91,118,0.50,0.20,0.71,0.50,0.71,0.24,0.29,0.53,0.24,0.53,Matches
558,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-027,1998,22,17,1519,16.9,6,2,8,6,0,1,1,0,5.3,4.5,1.5,6.1,37,21,111,0.36,0.12,0.47,0.36,0.47,0.31,0.09,0.40,0.27,0.36,Matches
559,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,24-170,2000,16,4,443,4.9,1,0,1,1,0,0,3,1,1.7,1.7,0.4,2.1,7,14,24,0.20,0.00,0.20,0.20,0.20,0.34,0.08,0.42,0.34,0.42,Matches
560,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-002,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63,Matches
561,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-143,1988,14,6,600,6.7,0,0,0,0,0,0,2,1,0.3,0.3,0.2,0.5,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
562,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-235,2001,20,15,1309,14.5,1,0,1,1,0,0,2,0,0.5,0.5,1.8,2.3,34,68,47,0.07,0.00,0.07,0.07,0.07,0.04,0.12,0.16,0.04,0.16,Matches
563,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24-332,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
564,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26-309,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
565,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-029,1996,8,3,323,3.6,1,1,2,1,0,0,1,0,0.5,0.5,0.7,1.1,0,15,6,0.28,0.28,0.56,0.28,0.56,0.13,0.19,0.32,0.13,0.32,Matches
566,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-113,1998,11,1,276,3.1,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3,3,16,0.33,0.00,0.33,0.33,0.33,0.15,0.00,0.15,0.15,0.15,Matches
567,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22-330,2002,4,3,242,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
568,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,24-180,2000,18,3,444,4.9,2,0,2,2,0,0,1,0,2.6,2.6,0.2,2.7,5,9,40,0.41,0.00,0.41,0.41,0.41,0.52,0.03,0.55,0.52,0.55,Matches
569,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25-318,1999,22,22,1946,21.6,0,1,1,0,0,0,4,0,1.3,1.3,1.4,2.6,39,69,104,0.00,0.05,0.05,0.00,0.05,0.06,0.06,0.12,0.06,0.12,Matches
570,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-211,2000,23,20,1703,18.9,2,7,9,2,0,0,1,0,1.9,1.9,5.5,7.4,43,138,73,0.11,0.37,0.48,0.11,0.48,0.10,0.29,0.39,0.10,0.39,Matches
571,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23-278,2001,14,6,746,8.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
572,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23-276,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
573,Danilo,br BRA,DF,Juventus,it Serie A,33-199,1991,12,6,581,6.5,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,16,45,7,0.00,0.15,0.15,0.00,0.15,0.02,0.06,0.08,0.02,0.08,Matches
574,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27-365,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38,Matches
575,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27-365,1997,15,9,800,8.9,1,0,1,1,0,0,2,0,1.7,1.7,0.7,2.4,54,25,110,0.11,0.00,0.11,0.11,0.11,0.20,0.07,0.27,0.20,0.27,Matches
576,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,19-014,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
577,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20-216,2004,14,10,886,9.8,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,13,68,31,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
578,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-133,1998,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.5,0.5,1.0,1.5,9,52,1,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
579,Dante,br BRA,DF,Nice,fr Ligue 1,41-104,1983,13,11,1014,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,10,53,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
580,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,7,1,73,0.8,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,2,2,3,1.23,0.00,1.23,1.23,1.23,1.26,0.24,1.50,1.26,1.50,Matches
581,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,23-023,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51,Matches
582,Bence Dárdai,de GER,MF,Wolfsburg,de Bundesliga,19-006,2006,10,9,686,7.6,1,1,2,1,0,0,0,0,0.4,0.4,0.9,1.3,1,17,13,0.13,0.13,0.26,0.13,0.26,0.05,0.12,0.16,0.05,0.16,Matches
583,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-039,1993,21,17,1320,14.7,0,1,1,0,0,0,1,0,1.5,1.5,1.5,3.0,24,66,50,0.00,0.07,0.07,0.00,0.07,0.10,0.10,0.21,0.10,0.21,Matches
584,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-059,1989,19,12,1070,11.9,2,2,4,2,0,0,2,0,1.2,1.2,0.9,2.1,6,23,64,0.17,0.17,0.34,0.17,0.34,0.10,0.08,0.18,0.10,0.18,Matches
585,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-121,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,2.7,1.9,0.7,2.6,8,11,19,0.22,0.22,0.44,0.22,0.44,0.60,0.15,0.74,0.42,0.57,Matches
586,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-022,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
587,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-016,2000,18,15,1449,16.1,11,2,13,6,5,6,3,0,10.3,5.6,1.5,7.1,20,26,95,0.68,0.12,0.81,0.37,0.50,0.64,0.10,0.73,0.35,0.44,Matches
588,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-089,2000,16,15,1356,15.1,1,2,3,1,0,0,0,0,1.2,1.2,1.5,2.7,70,106,128,0.07,0.13,0.20,0.07,0.20,0.08,0.10,0.18,0.08,0.18,Matches
589,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-281,1993,6,5,451,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,21,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
590,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26-352,1998,14,6,688,7.6,2,1,3,2,0,0,2,0,1.5,1.5,2.0,3.5,16,20,45,0.26,0.13,0.39,0.26,0.39,0.20,0.25,0.45,0.20,0.45,Matches
591,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-018,2000,23,23,2025,22.5,1,2,3,1,0,0,5,0,0.7,0.7,3.4,4.1,38,42,95,0.04,0.09,0.13,0.04,0.13,0.03,0.15,0.18,0.03,0.18,Matches
592,Zuriko Davitashvili,ge GEO,"MF,FW",Saint-Étienne,fr Ligue 1,23-350,2001,18,18,1542,17.1,6,2,8,5,1,1,1,0,4.0,3.2,1.8,5.0,51,42,94,0.35,0.12,0.47,0.29,0.41,0.23,0.10,0.34,0.19,0.29,Matches
593,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29-255,1995,13,13,933,10.4,0,0,0,0,0,0,5,1,0.2,0.2,0.0,0.2,7,27,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
594,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-269,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
595,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33-216,1991,16,11,992,11.0,2,6,8,2,0,0,2,0,2.5,2.5,6.0,8.5,35,106,99,0.18,0.54,0.73,0.18,0.73,0.23,0.55,0.77,0.23,0.77,Matches
596,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23-326,2001,21,17,1369,15.2,5,5,10,5,0,0,1,0,3.8,3.8,4.5,8.3,61,87,133,0.33,0.33,0.66,0.33,0.66,0.25,0.29,0.54,0.25,0.54,Matches
597,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-251,1994,20,11,1118,12.4,3,3,6,3,0,0,5,0,1.1,1.1,3.5,4.6,39,135,47,0.24,0.24,0.48,0.24,0.48,0.09,0.28,0.37,0.09,0.37,Matches
598,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23-363,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
599,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-102,1992,9,2,337,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,10,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
600,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-252,1988,11,7,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,2,26,17,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
601,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-239,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
602,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-232,2002,12,11,999,11.1,2,0,2,2,0,0,4,0,1.2,1.2,0.1,1.3,6,30,7,0.18,0.00,0.18,0.18,0.18,0.11,0.01,0.11,0.11,0.11,Matches
603,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-182,1995,16,9,815,9.1,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.1,5,28,18,0.00,0.11,0.11,0.00,0.11,0.06,0.06,0.12,0.06,0.12,Matches
604,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-307,1996,17,11,955,10.6,4,3,7,1,3,4,0,0,4.4,1.2,2.6,3.8,23,47,88,0.38,0.28,0.66,0.09,0.38,0.41,0.25,0.66,0.11,0.36,Matches
605,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-081,1999,20,18,1687,18.7,4,0,4,4,0,0,5,0,1.9,1.9,0.8,2.7,4,52,9,0.21,0.00,0.21,0.21,0.21,0.10,0.04,0.15,0.10,0.15,Matches
606,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21-357,2003,22,21,1674,18.6,8,2,10,6,2,2,7,0,6.4,4.8,1.6,6.4,35,18,68,0.43,0.11,0.54,0.32,0.43,0.34,0.09,0.43,0.26,0.34,Matches
607,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23-359,2001,13,8,640,7.1,2,0,2,2,0,0,0,0,0.7,0.7,0.3,1.0,17,18,44,0.28,0.00,0.28,0.28,0.28,0.09,0.04,0.14,0.09,0.14,Matches
