Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
734,Bence Dárdai,de GER,MF,Wolfsburg,de Bundesliga,19-006,2006,10,686,69,40.1,7.6,9,75,1,1,11,9,2.20,14,11,+3,+0.39,-0.05,8.9,11.0,-2.2,-0.28,-0.26,Matches
735,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-039,1993,21,1320,63,69.8,14.7,17,73,1,4,19,0,1.43,13,18,-5,-0.34,-0.03,16.7,16.5,+0.2,+0.01,+0.15,Matches
736,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,25-269,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
737,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-059,1989,19,1070,56,56.6,11.9,12,78,6,7,19,1,2.32,34,9,+25,+2.10,+0.79,20.8,9.7,+11.2,+0.94,-0.46,Matches
738,Noah Darvich,de GER,MF,Barcelona,es La Liga,18-127,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
739,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-121,1998,14,412,29,24.1,4.6,3,61,0,11,21,4,0.43,5,11,-6,-1.31,-0.06,6.4,12.7,-6.3,-1.37,-0.62,Matches
740,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-022,2001,7,460,66,23.2,5.1,6,75,3,1,11,5,2.14,13,6,+7,+1.37,+0.84,8.4,4.1,+4.3,+0.83,+0.43,Matches
741,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-016,2000,18,1449,81,84.7,16.1,15,90,12,3,35,0,1.78,26,13,+13,+0.81,+1.84,25.3,19.7,+5.7,+0.35,+0.21,Matches
742,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-089,2000,16,1356,85,79.3,15.1,15,89,12,1,27,1,2.63,48,13,+35,+2.32,+0.54,38.9,8.5,+30.3,+2.01,+0.79,Matches
743,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-281,1993,6,451,75,21.8,5.0,5,84,4,1,30,6,1.17,11,7,+4,+0.80,+0.52,7.7,8.6,-0.9,-0.17,-0.24,Matches
744,Harvey Davies,eng ENG,GK,Liverpool,eng Premier League,21-149,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
745,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26-352,1998,14,688,49,34.7,7.6,6,82,3,8,25,0,1.21,8,14,-6,-0.78,-0.58,7.2,10.6,-3.4,-0.45,+0.07,Matches
746,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-018,2000,23,2025,88,97.8,22.5,23,88,22,0,,0,0.70,20,46,-26,-1.16,-1.16,20.0,46.3,-26.3,-1.17,-0.67,Matches
747,Zuriko Davitashvili,ge GEO,"MF,FW",Saint-Étienne,fr Ligue 1,23-350,2001,18,1542,86,90.2,17.1,18,86,12,0,,0,0.83,15,35,-20,-1.17,-0.63,16.8,32.5,-15.7,-0.92,+0.02,Matches
748,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29-255,1995,13,933,72,47.1,10.4,13,72,8,0,,1,1.00,13,23,-10,-0.96,+0.15,11.5,16.8,-5.3,-0.51,+0.11,Matches
749,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-269,1990,15,971,65,46.9,10.8,10,89,9,5,17,5,0.87,16,25,-9,-0.83,+0.07,10.6,18.7,-8.1,-0.75,-0.19,Matches
750,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33-216,1991,16,992,62,47.9,11.0,11,83,5,5,16,2,1.88,31,11,+20,+1.81,+2.06,22.6,13.1,+9.5,+0.86,+0.80,Matches
751,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23-326,2001,21,1369,65,69.1,15.2,17,74,4,4,29,0,2.05,30,15,+15,+0.99,-0.19,22.8,15.2,+7.6,+0.50,-0.67,Matches
752,Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,26-304,1998,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
753,Giorgio De Marzi,us USA,GK,Roma,it Serie A,17-287,2007,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
754,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-251,1994,20,1118,56,59.2,12.4,11,76,5,9,31,0,2.20,24,8,+16,+1.29,+0.71,26.2,10.6,+15.6,+1.25,+0.95,Matches
755,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23-363,2001,2,180,90,10.5,2.0,2,90,2,0,,15,0.50,1,3,-2,-1.00,-0.88,2.2,4.3,-2.2,-1.08,-0.55,Matches
756,Giacomo De Pieri,it ITA,MF,Inter,it Serie A,18-032,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
757,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-102,1992,9,337,37,17.0,3.7,2,78,1,7,26,7,0.89,3,7,-4,-1.07,-0.85,2.7,5.0,-2.3,-0.60,-0.13,Matches
758,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-252,1988,11,540,49,28.6,6.0,7,72,1,4,9,10,2.09,6,4,+2,+0.33,+0.07,6.4,6.3,+0.1,+0.01,-0.35,Matches
759,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-239,1998,5,192,38,11.2,2.1,2,85,1,3,7,12,1.00,2,5,-3,-1.41,-1.47,2.3,4.3,-2.1,-0.96,-0.68,Matches
760,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-232,2002,12,999,83,50.5,11.1,11,90,11,1,9,0,1.25,9,18,-9,-0.81,-0.72,12.6,17.0,-4.4,-0.40,-0.19,Matches
761,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-182,1995,16,815,51,41.2,9.1,9,72,4,7,23,6,0.75,10,13,-3,-0.33,+0.44,13.3,15.9,-2.6,-0.29,+0.09,Matches
762,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-307,1996,17,955,56,55.8,10.6,11,74,2,6,23,0,1.29,13,20,-7,-0.66,-1.26,13.8,17.2,-3.3,-0.32,+0.36,Matches
763,Tommaso Del Lungo,it ITA,DF,Atalanta,it Serie A,21-070,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
764,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-081,1999,20,1687,84,85.2,18.7,18,88,17,2,52,0,0.80,24,34,-10,-0.53,-0.23,22.6,33.8,-11.1,-0.59,+0.26,Matches
765,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21-357,2003,22,1674,76,80.9,18.6,21,79,1,1,18,0,0.73,16,35,-19,-1.02,+0.57,15.9,35.0,-19.1,-1.03,+0.67,Matches
766,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23-359,2001,13,640,49,32.3,7.1,8,69,4,5,17,9,1.38,7,12,-5,-0.70,-1.58,6.2,10.1,-3.9,-0.55,-1.44,Matches
767,Alessandro Dellavalle,it ITA,DF,Torino,it Serie A,20-264,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
768,Adam Delplace,fr FRA,GK,Lens,fr Ligue 1,18-149,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
769,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24-299,2000,9,67,7,3.9,0.7,0,,0,9,7,6,2.00,1,0,+1,+1.34,+1.56,2.2,0.9,+1.3,+1.71,+1.79,Matches
770,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-025,2004,9,115,13,5.8,1.3,1,32,0,8,10,12,2.00,1,3,-2,-1.57,-1.52,1.1,2.6,-1.5,-1.20,-0.94,Matches
771,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27-260,1997,17,1048,62,61.3,11.6,12,78,4,5,24,1,2.41,32,10,+22,+1.89,+0.53,31.4,11.2,+20.1,+1.73,+0.31,Matches
772,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26-311,1998,19,1132,60,66.2,12.6,13,78,4,6,20,0,1.68,22,20,+2,+0.16,-0.78,23.9,16.8,+7.2,+0.57,+0.09,Matches
773,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23-041,2001,19,1608,85,77.7,17.9,18,88,15,1,16,1,1.42,37,35,+2,+0.11,+0.11,29.8,31.6,-1.8,-0.10,-0.04,Matches
774,Will Dennis,eng ENG,GK,Bournemouth,eng Premier League,24-204,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
775,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28-219,1996,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
776,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30-298,1994,17,1530,90,89.5,17.0,17,90,17,0,,2,0.71,13,36,-23,-1.35,-0.85,17.1,31.3,-14.3,-0.84,-0.36,Matches
777,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,21-111,2003,10,267,27,12.9,3.0,2,73,0,8,15,5,1.60,4,3,+1,+0.34,+0.59,4.4,5.0,-0.7,-0.22,-0.25,Matches
778,Alfie Devine,eng ENG,MF,Tottenham,eng Premier League,20-182,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
779,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,eng Premier League,26-146,1998,6,135,23,6.5,1.5,1,76,0,5,12,5,2.50,5,3,+2,+1.33,+0.73,3.8,1.7,+2.1,+1.41,+0.86,Matches
780,Gianluca Di Chiara,it ITA,"DF,MF",Parma,it Serie A,31-035,1993,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
781,Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,31-119,1993,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
782,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27-187,1997,17,1530,90,77.3,17.0,17,90,17,0,,5,1.65,27,16,+11,+0.65,-0.35,22.7,15.4,+7.3,+0.43,-0.32,Matches
783,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,31-179,1993,22,1980,90,100.0,22.0,22,90,22,0,,0,2.41,37,15,+22,+1.00,,31.8,17.4,+14.4,+0.65,,Matches
784,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,25-196,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
785,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,28-075,1996,19,1180,62,59.6,13.1,14,72,3,5,35,2,1.89,25,13,+12,+0.92,+1.37,19.3,12.8,+6.5,+0.50,+0.19,Matches
786,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-042,1996,1,8,8,0.4,0.1,0,,0,1,8,0,0.00,0,0,0,0.00,+0.77,0.0,0.0,0.0,-0.21,+0.36,Matches
787,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,19-130,2005,15,269,18,15.7,3.0,1,61,0,14,15,4,0.93,5,4,+1,+0.33,+0.52,4.1,3.5,+0.6,+0.20,+0.67,Matches
788,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,24-024,2001,19,1710,90,100.0,19.0,19,90,19,0,,0,1.68,29,19,+10,+0.53,,30.4,24.3,+6.1,+0.32,,Matches
789,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,21-041,2003,18,1304,72,76.3,14.5,17,75,1,1,29,0,1.22,20,20,0,0.00,+0.44,17.6,22.2,-4.6,-0.32,+0.20,Matches
790,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,22-203,2002,21,1504,72,72.7,16.7,16,86,11,5,25,2,1.19,24,23,+1,+0.06,+0.85,24.9,24.5,+0.3,+0.02,+0.24,Matches
791,Tidiane Diallo,fr FRA,FW,Strasbourg,fr Ligue 1,18-247,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
792,Assane Diao,es ESP,"FW,MF",Como,it Serie A,19-145,2005,4,340,85,17.2,3.8,3,90,2,1,71,0,1.00,7,6,+1,+0.26,+0.81,4.3,3.3,+1.0,+0.27,+0.16,Matches
793,Assane Diao,es ESP,FW,Betis,es La Liga,19-145,2005,10,277,28,14.7,3.1,2,62,0,8,19,8,1.60,3,4,-1,-0.32,-0.21,4.6,6.5,-1.9,-0.61,-0.84,Matches
794,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,21-027,2004,18,1550,86,90.6,17.2,18,86,12,0,,0,1.50,30,27,+3,+0.17,+0.74,26.4,32.0,-5.6,-0.32,+0.66,Matches
795,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24-081,2000,16,1209,76,64.0,13.4,13,88,12,3,22,5,0.75,16,23,-7,-0.52,-0.39,14.6,17.0,-2.4,-0.18,-0.09,Matches
796,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27-261,1997,14,1177,84,56.9,13.1,13,90,13,1,7,0,2.14,30,14,+16,+1.22,+1.12,24.8,16.2,+8.6,+0.66,+0.49,Matches
797,Alassane Diatta,sn SEN,MF,Villarreal,es La Liga,19-261,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
798,Krépin Diatta,sn SEN,DF,Monaco,fr Ligue 1,25-340,1999,7,213,30,12.5,2.4,1,90,1,6,21,2,1.86,0,2,-2,-0.85,-1.57,3.1,2.5,+0.6,+0.26,-0.93,Matches
799,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24-355,2000,1,4,4,0.2,0.0,0,,0,1,4,0,0.00,0,1,-1,-22.50,-21.29,0.0,0.8,-0.8,-17.74,-16.98,Matches
800,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19-348,2005,1,45,45,2.6,0.5,0,,0,1,45,0,0.00,0,0,0,0.00,+1.30,0.7,0.4,+0.3,+0.66,+1.50,Matches
801,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19-348,2005,2,16,8,0.9,0.2,0,,0,2,8,4,0.00,0,1,-1,-5.63,-6.05,0.1,0.4,-0.2,-1.28,-1.59,Matches
802,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,25-180,1999,16,774,48,41.0,8.6,8,71,4,8,26,0,2.25,31,9,+22,+2.56,+1.91,22.9,6.7,+16.2,+1.89,+1.35,Matches
803,Luis Díaz,co COL,FW,Liverpool,eng Premier League,28-017,1997,21,1339,64,67.6,14.9,16,76,4,5,24,1,2.38,42,11,+31,+2.08,+1.80,38.1,11.5,+26.7,+1.79,+1.02,Matches
804,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26-239,1998,10,215,22,11.4,2.4,2,51,0,8,14,11,1.30,4,1,+3,+1.26,+1.36,3.1,3.7,-0.6,-0.24,-0.18,Matches
805,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18-324,2006,20,1230,62,59.4,13.7,14,77,6,6,26,0,0.30,12,31,-19,-1.39,+0.54,14.9,31.4,-16.5,-1.21,+0.37,Matches
806,Diego,es ESP,"FW,MF",Leganés,es La Liga,24-287,2000,13,423,33,22.4,4.7,4,81,2,9,11,5,1.15,3,8,-5,-1.06,-0.76,3.5,9.3,-5.8,-1.23,-0.46,Matches
807,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,20-064,2004,5,83,17,4.9,0.9,0,,0,5,17,2,1.40,4,1,+3,+3.25,+2.98,3.0,1.0,+2.1,+2.24,+1.78,Matches
808,Bamba Dieng,sn SEN,"FW,MF",Angers,fr Ligue 1,24-313,2000,13,426,33,24.9,4.7,4,73,1,9,15,2,1.15,7,8,-1,-0.21,+0.21,6.4,7.5,-1.1,-0.24,+0.03,Matches
809,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,31-015,1994,9,388,43,22.7,4.3,4,83,3,5,11,10,2.44,9,4,+5,+1.16,-1.36,11.4,2.6,+8.8,+2.04,+0.25,Matches
810,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31-194,1993,23,1727,75,83.4,19.2,20,81,9,3,33,0,1.61,25,28,-3,-0.16,-0.68,25.1,23.2,+1.8,+0.10,-0.89,Matches
811,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18-362,2006,1,4,4,0.2,0.0,0,,0,1,4,1,0.00,0,0,0,0.00,-0.26,0.0,0.0,0.0,+0.95,+0.49,Matches
812,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,27-081,1997,19,1409,74,74.6,15.7,18,78,5,1,8,2,2.20,37,13,+24,+1.53,-0.90,29.1,12.9,+16.1,+1.03,-0.43,Matches
813,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31-036,1993,4,360,90,19.0,4.0,4,90,4,0,,17,0.50,4,6,-2,-0.50,+0.32,5.6,6.9,-1.3,-0.33,+0.29,Matches
814,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,24-070,2000,6,281,47,16.4,3.1,3,61,0,3,33,2,1.83,7,4,+3,+0.96,+0.02,5.1,6.1,-1.0,-0.34,-0.94,Matches
815,Eren Dinkçi,de GER,MF,Freiburg,de Bundesliga,23-048,2001,15,894,60,52.3,9.9,10,74,3,5,30,0,1.40,13,17,-4,-0.40,+0.26,12.6,10.9,+1.7,+0.17,+0.55,Matches
816,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23-296,2001,13,1060,82,62.0,11.8,12,86,11,1,25,3,0.92,16,21,-5,-0.42,-0.56,15.8,22.6,-6.7,-0.57,+0.05,Matches
817,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,32-041,1992,1,21,21,1.2,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+0.37,0.1,0.3,-0.2,-0.86,-0.61,Matches
818,Edan Diop,fr FRA,MF,Monaco,fr Ligue 1,20-155,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
819,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-021,1997,16,1069,67,51.6,11.9,12,86,11,4,9,7,1.63,16,14,+2,+0.17,+0.08,13.3,14.6,-1.4,-0.12,-0.74,Matches
820,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19-263,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
821,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24-235,2000,15,724,48,42.3,8.0,7,83,2,8,18,0,1.73,20,15,+5,+0.62,-0.11,17.5,10.8,+6.7,+0.84,+0.42,Matches
822,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21-258,2003,19,1294,68,75.7,14.4,15,80,6,4,25,0,1.58,15,13,+2,+0.14,-0.51,21.3,18.2,+3.1,+0.22,-1.01,Matches
823,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,25-075,1999,19,1710,90,100.0,19.0,19,90,19,0,,0,1.16,25,27,-2,-0.11,,22.6,29.4,-6.9,-0.36,,Matches
824,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27-132,1997,7,190,27,11.1,2.1,2,74,0,5,8,12,1.14,2,3,-1,-0.47,-0.30,2.5,4.1,-1.6,-0.74,-0.17,Matches
825,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26-325,1998,6,364,61,17.6,4.0,4,79,2,2,24,9,2.17,5,3,+2,+0.49,-0.19,9.5,6.3,+3.2,+0.79,+0.22,Matches
826,Roman Dixon,eng ENG,DF,Everton,eng Premier League,20-035,2004,1,90,90,4.5,1.0,1,90,1,0,,5,0.00,0,4,-4,-4.00,-3.76,1.0,2.4,-1.5,-1.45,-1.15,Matches
827,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,25-167,1999,12,445,37,23.5,4.9,4,59,0,8,26,6,1.83,6,5,+1,+0.20,-0.55,6.5,5.0,+1.6,+0.31,-0.20,Matches
828,Djené,tg TOG,"DF,MF",Getafe,es La Liga,33-030,1991,19,1532,81,81.1,17.0,19,81,14,0,,0,1.21,16,11,+5,+0.29,+1.55,16.3,18.7,-2.4,-0.14,+0.51,Matches
829,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31-346,1993,20,1504,75,76.0,16.7,18,81,14,2,27,0,2.00,35,22,+13,+0.78,-1.11,27.5,16.9,+10.7,+0.64,-0.30,Matches
830,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,33-006,1992,15,1350,90,71.4,15.0,15,90,15,0,,6,1.20,16,22,-6,-0.40,+0.27,12.4,26.6,-14.2,-0.94,-0.25,Matches
831,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,22-317,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
832,Henrick Do Marcolino,fr FRA,FW,Rennes,fr Ligue 1,18-315,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
833,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26-228,1998,19,1596,84,93.3,17.7,19,84,10,0,,0,1.42,26,32,-6,-0.34,+2.82,22.0,23.7,-1.8,-0.10,-0.11,Matches
834,Dodô,br BRA,DF,Fiorentina,it Serie A,26-074,1998,20,1776,89,94.0,19.7,20,89,18,0,,0,1.71,34,19,+15,+0.76,+2.34,26.5,19.2,+7.3,+0.37,-0.30,Matches
835,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26-214,1998,19,1710,90,100.0,19.0,19,90,19,0,,0,1.00,16,27,-11,-0.58,,20.8,24.3,-3.4,-0.18,,Matches
836,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-014,1992,16,1070,67,51.7,11.9,12,86,9,4,9,7,0.88,13,28,-15,-1.26,-0.81,12.9,18.3,-5.4,-0.46,+0.39,Matches
837,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22-248,2002,15,789,53,38.1,8.8,9,77,2,6,16,4,1.67,22,8,+14,+1.60,+1.39,18.7,7.7,+11.0,+1.26,+1.32,Matches
838,Jaume Doménech,es ESP,GK,Valencia,es La Liga,34-086,1990,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
839,Marc Domenech,es ESP,FW,Mallorca,es La Liga,19-029,2006,3,115,38,6.1,1.3,2,53,0,1,9,9,1.33,1,1,0,0.00,+0.35,1.1,0.8,+0.3,+0.23,+0.28,Matches
840,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26-184,1998,1,19,19,1.1,0.2,0,,0,1,19,16,3.00,0,0,0,0.00,+0.05,0.5,0.1,+0.4,+1.74,+1.32,Matches
841,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,21-133,2003,9,594,66,31.4,6.6,8,73,0,1,8,9,1.78,12,6,+6,+0.91,+0.91,9.6,4.5,+5.1,+0.78,+0.75,Matches
842,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23-354,2001,9,525,58,27.8,5.8,6,83,5,3,10,11,1.44,9,10,-1,-0.17,-0.04,6.8,6.7,+0.2,+0.03,-0.31,Matches
843,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21-268,2003,1,18,18,1.0,0.2,0,,0,1,18,1,0.00,0,0,0,0.00,+0.29,0.8,0.0,+0.8,+4.19,+4.38,Matches
844,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26-216,1998,20,1098,55,53.0,12.2,12,76,5,8,23,2,1.95,15,16,-1,-0.08,-0.73,14.1,15.9,-1.8,-0.15,-0.56,Matches
845,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19-304,2005,3,172,57,9.1,1.9,2,71,0,1,30,15,2.00,8,4,+4,+2.09,+0.47,4.3,4.3,0.0,+0.01,-1.45,Matches
846,Antonio Donnarumma,it ITA,GK,Torino,it Serie A,34-207,1990,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
847,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25-340,1999,15,1281,85,74.9,14.2,15,85,14,0,,2,2.47,37,13,+24,+1.69,+0.01,38.3,11.7,+26.5,+1.86,+1.02,Matches
848,Ifenna Dorgu,dk DEN,FW,Genoa,it Serie A,18-160,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
849,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,20-096,2004,21,1840,88,92.9,20.4,21,88,19,0,,0,0.90,15,40,-25,-1.22,-1.22,19.6,33.0,-13.4,-0.66,-0.60,Matches
850,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19-285,2005,1,14,14,0.7,0.2,0,,0,1,14,3,3.00,0,0,0,0.00,-0.39,0.4,0.0,+0.4,+2.56,+2.56,Matches
851,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,27-015,1998,1,32,32,1.9,0.4,0,,0,1,32,0,1.00,0,0,0,0.00,+0.59,0.1,0.7,-0.6,-1.79,-1.47,Matches
852,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-015,1998,13,740,57,43.3,8.2,10,68,1,3,21,0,0.62,8,17,-9,-1.09,-0.45,8.2,11.1,-2.9,-0.36,-0.03,Matches
853,Alberto Dossena,it ITA,DF,Como,it Serie A,26-109,1998,18,1515,84,76.5,16.8,17,88,12,1,24,3,0.94,21,28,-7,-0.42,-0.03,19.4,19.0,+0.4,+0.02,-0.49,Matches
854,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,32-029,1993,20,1592,80,80.4,17.7,19,83,11,1,8,1,1.15,14,21,-7,-0.40,+0.07,16.0,24.7,-8.7,-0.49,-0.70,Matches
855,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,25-022,2000,13,452,35,21.8,5.0,4,55,0,9,26,4,1.38,5,6,-1,-0.20,-0.03,6.8,7.7,-0.9,-0.17,-0.21,Matches
856,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19-279,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
857,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19-241,2005,16,793,50,46.4,8.8,7,79,2,9,27,1,2.50,16,12,+4,+0.45,-2.29,17.9,9.2,+8.7,+0.98,-1.17,Matches
858,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,22-105,2002,18,1620,90,94.7,18.0,18,90,18,0,,0,1.50,31,27,+4,+0.22,+2.22,25.6,31.3,-5.7,-0.32,+1.25,Matches
859,Douglas,br BRA,MF,Nantes,fr Ligue 1,28-017,1997,16,1339,84,78.3,14.9,16,84,10,0,,1,0.81,17,24,-7,-0.47,-0.47,16.5,24.4,-7.8,-0.53,-0.61,Matches
860,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21-190,2003,17,1419,83,83.0,15.8,17,83,12,0,,0,1.59,29,21,+8,+0.51,+2.36,23.9,26.3,-2.4,-0.15,+1.38,Matches
861,Daouda Doumbia,ml MLI,MF,Alavés,es La Liga,23-029,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
862,Issa Doumbia,ci CIV,MF,Venezia,it Serie A,21-106,2003,10,444,44,22.4,4.9,5,72,0,5,17,10,0.70,5,8,-3,-0.61,+0.10,3.7,8.4,-4.7,-0.96,-0.34,Matches
863,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,21-347,2003,16,761,48,44.5,8.5,7,75,1,9,26,0,1.56,14,13,+1,+0.12,+0.40,7.8,14.2,-6.4,-0.75,-0.50,Matches
