Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1357,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-116,1999,12.3,609,26,168,358,94,0,609,13,3,23.1,8,61.5,309,1642,780,8,6,0,10,8,358,8,Matches
1358,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-142,2000,15.7,382,19,36,204,146,57,382,14,8,57.1,6,42.9,216,1052,317,11,10,6,42,21,286,58,Matches
1359,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-218,1998,15.4,1186,127,463,683,50,13,1186,4,2,50.0,1,25.0,706,3700,1982,15,10,0,8,3,782,6,Matches
1360,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-143,2003,1.4,176,11,89,84,4,0,176,0,0,,0,,131,536,147,2,0,0,0,1,140,1,Matches
1361,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-250,1995,6.0,361,15,98,169,96,2,361,6,2,33.3,3,50.0,179,973,557,13,15,1,5,0,199,47,Matches
1362,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-025,1990,4.3,253,43,160,85,9,1,253,1,0,0.0,1,100.0,127,566,232,0,0,0,1,1,157,0,Matches
1363,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-266,1998,4.9,409,11,75,226,112,6,409,12,10,83.3,2,16.7,233,1501,873,16,9,0,5,5,300,11,Matches
1364,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-262,1993,17.0,414,9,18,175,224,77,410,18,4,22.2,13,72.2,213,949,408,19,10,12,32,32,338,133,Matches
1365,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-044,2002,8.1,666,64,300,337,35,5,666,9,5,55.6,3,33.3,385,1603,977,5,4,0,10,3,478,2,Matches
1366,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-128,1997,19.1,854,3,79,314,477,81,853,120,60,50.0,54,45.0,538,4098,2295,87,51,43,64,31,646,133,Matches
1367,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-170,1996,15.7,939,36,211,561,176,7,939,10,5,50.0,3,30.0,540,3000,1499,28,30,3,11,4,624,12,Matches
1368,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-073,2005,0.1,4,0,0,2,2,0,4,0,0,,0,,3,2,0,0,0,0,1,0,3,0,Matches
1369,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29-350,1995,3.0,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0,Matches
1370,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-268,2003,0.2,17,0,0,5,12,1,17,3,1,33.3,1,33.3,11,36,15,1,0,1,0,0,11,2,Matches
1371,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-354,1999,3.0,108,93,108,0,0,0,108,0,0,,0,,64,208,111,0,0,0,0,0,60,0,Matches
1372,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-127,1992,1.9,72,9,32,24,16,1,72,0,0,,0,,38,140,25,0,0,0,2,3,41,1,Matches
1373,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-146,1996,22.0,1270,168,694,522,59,22,1270,3,0,0.0,2,66.7,698,3307,1765,15,11,0,6,2,801,6,Matches
1374,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-327,2002,11.0,319,2,27,117,181,40,319,45,19,42.2,15,33.3,223,1677,849,41,13,20,36,18,246,81,Matches
1375,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-100,1993,6.9,468,24,143,215,113,3,468,2,1,50.0,0,0.0,223,895,447,7,3,1,3,2,297,16,Matches
1376,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-346,1999,16.0,942,56,267,543,137,6,942,19,6,31.6,10,52.6,476,1758,648,6,6,2,20,7,545,19,Matches
1377,Mathias Løvik,no NOR,FW,Parma,it Serie A,21-055,2003,0.2,4,0,0,0,4,2,4,0,0,,0,,1,7,2,0,0,0,1,0,3,0,Matches
1378,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,19-116,2005,1.0,49,1,6,16,27,3,49,16,4,25.0,12,75.0,31,288,78,2,6,1,7,4,33,9,Matches
1379,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22-326,2002,4.6,357,23,102,141,117,20,357,12,5,41.7,7,58.3,180,1086,509,10,7,6,10,11,207,37,Matches
1380,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-037,1998,17.4,1167,31,178,614,385,42,1167,30,12,40.0,15,50.0,597,2486,1286,22,28,2,16,17,804,49,Matches
1381,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,31-150,1993,9.4,527,21,125,221,189,17,527,21,11,52.4,8,38.1,263,1527,859,25,12,1,13,13,294,35,Matches
1382,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-122,1999,10.9,432,12,68,186,179,28,431,5,3,60.0,2,40.0,224,937,405,13,8,6,26,13,287,56,Matches
1383,Darwin Machís,ve VEN,"FW,MF",Valladolid,es La Liga,31-358,1993,3.4,143,8,26,65,53,3,143,5,1,20.0,4,80.0,67,499,239,5,5,0,4,2,91,11,Matches
1384,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-121,1998,3.2,199,10,41,97,62,7,199,5,3,60.0,1,20.0,100,564,271,8,5,2,5,2,130,23,Matches
1385,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-068,1996,14.4,1068,19,151,478,450,61,1068,53,25,47.2,22,41.5,738,3653,1673,34,30,14,17,17,822,69,Matches
1386,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23-360,2001,0.1,5,0,0,2,3,0,5,1,0,0.0,1,100.0,4,26,11,1,1,0,1,1,4,4,Matches
1387,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-326,2002,15.3,657,10,65,177,426,133,657,64,26,40.6,33,51.6,436,3717,2351,102,37,62,36,21,502,164,Matches
1388,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-202,1997,13.7,716,49,249,286,199,8,716,43,22,51.2,13,30.2,322,1792,840,20,21,5,24,12,344,59,Matches
1389,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-042,1997,20.1,1436,157,535,743,165,34,1436,4,4,100.0,0,0.0,856,3229,1917,5,15,0,8,2,1060,9,Matches
1390,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-114,2003,8.6,591,23,127,397,75,6,591,18,11,61.1,5,27.8,310,1331,562,6,7,1,11,8,381,9,Matches
1391,Edmond-Paris Maghoma,eng ENG,MF,Brentford,eng Premier League,23-267,2001,0.9,61,1,8,37,17,2,61,3,2,66.7,1,33.3,41,240,153,3,2,1,2,0,46,2,Matches
1392,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-118,1995,11.8,540,82,276,240,30,14,540,4,1,25.0,3,75.0,251,1052,516,4,6,0,4,1,274,7,Matches
1393,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-245,1998,15.0,752,25,184,452,121,8,752,16,8,50.0,8,50.0,385,1916,874,8,11,2,12,12,487,13,Matches
1394,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-148,1999,4.6,132,5,11,68,54,22,132,6,2,33.3,4,66.7,73,389,167,8,1,5,12,8,96,26,Matches
1395,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-331,1993,11.1,769,85,386,359,34,17,769,3,2,66.7,1,33.3,472,3004,1250,4,3,3,5,2,508,1,Matches
1396,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-201,2000,0.1,16,0,5,9,4,0,16,0,0,,0,,9,28,9,0,0,0,0,0,9,0,Matches
1397,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-022,1999,7.0,459,10,65,217,181,11,459,9,3,33.3,6,66.7,245,1049,446,9,9,4,15,5,300,34,Matches
1398,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-211,1995,21.0,898,530,882,16,0,0,898,1,1,100.0,0,0.0,568,2993,2075,0,0,0,1,0,543,0,Matches
1399,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-085,1994,19.0,1170,137,618,508,53,18,1170,5,0,0.0,3,60.0,651,3705,2062,13,10,0,10,6,671,8,Matches
1400,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-286,2005,13.5,816,17,161,467,195,26,816,37,20,54.1,15,40.5,502,2229,991,18,11,8,23,27,572,31,Matches
1401,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27-154,1997,12.7,822,39,216,364,248,38,822,24,10,41.7,13,54.2,350,1493,743,17,13,4,19,14,460,61,Matches
1402,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-075,1999,9.0,276,230,275,1,0,0,276,0,0,,0,,151,728,409,0,0,0,0,0,127,0,Matches
1403,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-013,1998,1.6,58,0,9,21,29,5,57,4,3,75.0,0,0.0,42,230,72,2,2,1,2,4,44,6,Matches
1404,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-180,2001,2.2,138,10,50,51,39,0,138,5,0,0.0,4,80.0,57,306,106,5,3,0,4,1,71,12,Matches
1405,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-196,1998,13.0,765,27,236,411,124,4,765,9,5,55.6,3,33.3,466,2174,808,4,14,0,11,13,547,10,Matches
1406,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-066,1991,6.5,378,57,244,125,10,4,378,2,2,100.0,0,0.0,214,916,474,1,0,0,6,1,252,0,Matches
1407,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-166,1999,1.1,62,2,20,27,15,0,62,1,1,100.0,0,0.0,37,190,118,3,2,0,1,2,43,6,Matches
1408,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-204,2006,0.0,3,0,0,0,3,0,3,0,0,,0,,1,0,0,0,0,0,1,0,3,2,Matches
1409,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-244,2001,5.0,350,22,149,154,48,4,350,3,2,66.7,1,33.3,220,1082,516,8,8,0,3,1,238,4,Matches
1410,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-111,2001,14.5,584,13,70,287,242,41,584,72,30,41.7,37,51.4,388,2656,1287,41,31,10,36,31,426,66,Matches
1411,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-161,1998,13.1,603,15,140,358,116,9,603,11,3,27.3,6,54.5,234,836,450,7,9,0,18,7,341,26,Matches
1412,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-021,1999,0.3,10,0,1,1,8,0,10,2,0,0.0,2,100.0,4,68,15,1,1,0,1,1,4,1,Matches
1413,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-021,1999,6.8,278,3,23,84,175,46,278,32,11,34.4,19,59.4,187,911,439,23,9,17,16,9,214,75,Matches
1414,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31-271,1993,2.5,144,5,34,83,27,0,144,2,1,50.0,1,50.0,78,394,151,1,5,0,2,2,82,6,Matches
1415,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-114,1999,8.4,378,38,183,174,23,5,378,4,1,25.0,3,75.0,147,492,206,1,1,0,11,1,161,0,Matches
1416,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-061,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,1,3,0,0,0,0,0,1,1,0,Matches
1417,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-123,2000,17.0,566,453,562,4,0,0,566,0,0,,0,,266,1246,628,1,0,0,0,0,245,0,Matches
1418,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-157,1998,17.1,784,7,78,319,400,71,784,60,23,38.3,32,53.3,489,3309,1451,53,30,22,37,21,557,108,Matches
1419,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-033,1999,0.2,19,0,0,13,6,0,19,0,0,,0,,14,66,19,0,1,0,0,0,15,0,Matches
1420,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-288,1996,20.4,1347,94,518,664,169,28,1347,6,0,0.0,3,50.0,825,3540,2117,37,37,3,10,5,995,20,Matches
1421,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-308,1985,15.5,502,399,498,4,0,0,502,2,2,100.0,0,0.0,294,1434,883,0,0,0,2,1,267,1,Matches
1422,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-009,1994,7.7,557,40,231,253,75,5,557,8,2,25.0,4,50.0,330,1333,669,9,10,0,5,4,363,8,Matches
1423,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-100,1991,12.4,850,57,266,483,101,10,850,2,1,50.0,1,50.0,450,1685,869,8,11,0,4,3,595,14,Matches
1424,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-215,1997,6.6,405,25,94,238,76,6,405,3,1,33.3,1,33.3,229,993,477,5,7,0,2,1,280,9,Matches
1425,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-318,1998,14.0,621,22,133,335,157,13,621,24,14,58.3,9,37.5,298,1574,576,6,6,3,12,12,406,19,Matches
1426,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-318,1998,0.7,42,1,5,27,10,2,42,3,0,0.0,3,100.0,26,128,62,1,0,0,0,0,29,3,Matches
1427,Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28-230,1996,8.5,488,40,132,195,167,18,488,22,8,36.4,10,45.5,244,1103,519,10,8,3,13,5,303,51,Matches
1428,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-270,1994,5.7,413,20,161,222,31,1,413,1,0,0.0,1,100.0,248,1017,454,3,5,1,1,0,312,5,Matches
1429,Johan Manzambi,ch SUI,"MF,FW",Freiburg,de Bundesliga,19-108,2005,0.3,17,1,4,10,3,0,17,0,0,,0,,10,43,20,0,0,0,1,0,11,2,Matches
1430,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-219,2005,0.1,14,0,3,10,1,0,14,0,0,,0,,8,25,12,0,0,0,0,0,13,0,Matches
1431,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-184,2002,6.8,234,3,18,131,87,19,234,23,9,39.1,12,52.2,145,633,197,5,4,2,24,13,177,35,Matches
1432,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-127,2002,0.5,24,6,17,6,1,0,24,0,0,,0,,11,20,4,0,1,0,0,0,11,0,Matches
1433,Marcão,br BRA,DF,Sevilla,es La Liga,28-239,1996,5.1,317,48,190,123,5,2,317,3,0,0.0,1,33.3,169,775,329,0,0,0,4,3,195,0,Matches
1434,Solly March,eng ENG,"MF,DF",Brighton,eng Premier League,30-194,1994,0.3,22,0,4,8,10,1,22,1,1,100.0,0,0.0,5,23,3,0,0,0,0,0,8,1,Matches
1435,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-020,2002,0.2,5,0,0,2,3,0,5,0,0,,0,,3,6,1,0,0,0,0,0,4,0,Matches
1436,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-291,1989,11.5,777,29,217,388,176,7,777,11,1,9.1,8,72.7,288,1145,551,17,11,1,8,6,404,52,Matches
1437,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-203,2001,0.1,4,0,0,3,1,0,4,0,0,,0,,2,11,10,0,0,0,0,0,4,2,Matches
1438,Pablo Marí,es ESP,DF,Monza,it Serie A,31-152,1993,18.1,1296,228,753,534,12,5,1296,6,6,100.0,0,0.0,765,3398,1700,5,4,0,4,5,861,1,Matches
1439,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-010,1995,13.9,961,173,514,428,21,9,961,1,1,100.0,0,0.0,583,2478,1221,1,1,0,3,3,660,1,Matches
1440,Luca Marianucci,it ITA,"DF,MF",Empoli,it Serie A,20-191,2004,0.7,47,4,19,24,4,0,47,3,2,66.7,0,0.0,29,170,121,3,1,0,1,0,31,0,Matches
1441,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-259,1995,1.1,52,1,9,25,18,6,52,0,0,,0,,23,76,28,0,0,0,3,1,38,7,Matches
1442,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-211,2003,1.2,76,3,13,41,23,0,76,4,4,100.0,0,0.0,34,171,55,1,2,0,8,3,43,13,Matches
1443,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-252,1996,11.8,636,17,129,353,161,17,634,13,6,46.2,7,53.8,338,1745,807,18,13,3,8,11,406,22,Matches
1444,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-269,1994,10.0,708,64,334,360,17,8,708,2,0,0.0,2,100.0,425,2022,1054,4,3,1,6,3,483,1,Matches
1445,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-212,2002,12.7,861,76,330,433,100,8,861,9,5,55.6,4,44.4,395,1968,1139,12,11,1,6,2,518,20,Matches
1446,Omar Marmoush,eg EGY,FW,Manchester City,eng Premier League,25-358,1999,0.8,26,1,2,9,15,1,26,2,0,0.0,2,100.0,17,100,57,2,0,0,4,0,19,4,Matches
1447,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25-358,1999,16.1,671,1,40,230,421,109,669,101,46,45.5,46,45.5,442,3318,1810,73,53,45,66,37,483,125,Matches
1448,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-063,2003,0.2,19,1,4,11,4,1,19,1,1,100.0,0,0.0,5,16,3,0,0,0,0,0,7,0,Matches
1449,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-261,1994,11.3,1174,99,340,762,77,7,1174,4,3,75.0,1,25.0,775,3957,2649,21,20,0,2,0,931,3,Matches
1450,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-283,1997,20.2,1127,56,306,452,385,14,1127,18,10,55.6,7,38.9,481,2783,1332,31,19,3,15,10,591,75,Matches
1451,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22-283,2002,7.8,297,10,63,131,105,20,297,14,4,28.6,10,71.4,150,606,241,7,5,1,13,12,176,32,Matches
1452,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-029,2002,4.7,351,13,92,164,95,2,351,2,0,0.0,2,100.0,129,428,242,6,5,0,3,1,218,33,Matches
1453,Iván Martín,es ESP,MF,Girona,es La Liga,25-351,1999,14.0,1054,18,189,605,273,10,1054,28,16,57.1,8,28.6,693,4321,2062,37,37,0,29,15,851,38,Matches
1454,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-029,2006,1.5,79,14,45,28,6,3,79,0,0,,0,,31,130,49,0,1,0,0,0,40,0,Matches
1455,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-296,1990,5.1,322,18,84,188,51,4,322,4,2,50.0,1,25.0,145,694,336,8,5,0,4,4,220,7,Matches
1456,Mario Martín,es ESP,MF,Valladolid,es La Liga,20-331,2004,12.2,652,50,213,358,87,11,652,22,11,50.0,8,36.4,344,2004,865,10,8,2,22,17,412,8,Matches
1457,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-226,2001,15.2,614,11,62,172,388,111,614,84,24,28.6,46,54.8,391,2922,1549,74,22,32,31,26,449,175,Matches
1458,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21-280,2003,15.9,1242,49,370,597,287,36,1242,22,12,54.5,8,36.4,688,3586,1778,24,20,5,16,7,853,62,Matches
1459,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-150,1992,22.5,899,675,891,8,0,0,899,1,1,100.0,0,0.0,535,2733,1701,0,0,0,1,0,498,0,Matches
1460,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-258,1991,17.8,1771,97,617,1089,72,18,1771,0,0,,0,,1154,6958,5056,48,26,0,8,2,1352,3,Matches
1461,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-039,1999,0.1,10,0,2,8,0,0,10,0,0,,0,,6,16,2,0,0,0,0,0,10,0,Matches
1462,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-161,1997,17.1,547,7,44,244,264,83,547,26,8,30.8,15,57.7,350,1625,666,20,14,6,38,31,420,116,Matches
1463,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-012,1998,18.6,1447,151,684,658,116,16,1447,6,5,83.3,1,16.7,957,4906,3000,23,22,2,1,2,1013,7,Matches
1464,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-265,1996,3.9,316,39,157,139,21,6,316,2,2,100.0,0,0.0,181,1010,589,3,2,1,5,1,208,2,Matches
1465,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-214,1997,6.1,206,8,14,79,115,41,206,6,5,83.3,1,16.7,75,316,113,5,3,3,18,2,131,27,Matches
1466,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19-365,2005,0.9,28,0,10,11,8,1,28,0,0,,0,,22,145,71,1,0,1,4,1,18,3,Matches
1467,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-269,1999,0.6,14,0,1,8,5,0,14,0,0,,0,,6,8,1,0,0,0,5,0,8,3,Matches
1468,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-105,1992,12.8,722,33,213,352,166,13,722,8,6,75.0,2,25.0,316,1125,488,7,8,0,4,8,464,49,Matches
1469,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-211,2000,6.0,318,18,78,160,85,8,318,4,1,25.0,3,75.0,150,1117,569,17,12,1,10,3,161,30,Matches
1470,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31-363,1993,11.9,632,51,219,371,45,2,632,10,6,60.0,3,30.0,300,1446,595,7,7,1,5,4,391,4,Matches
1471,Adam Masina,ma MAR,DF,Torino,it Serie A,31-028,1994,16.0,1127,128,485,579,67,9,1127,8,3,37.5,5,62.5,641,2964,1684,13,8,1,7,4,743,7,Matches
1472,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-003,2001,3.3,173,10,40,95,41,9,173,6,3,50.0,1,16.7,86,584,284,10,6,1,7,2,100,6,Matches
1473,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-069,1998,7.4,405,56,206,185,15,8,405,1,0,0.0,1,100.0,227,933,439,1,1,0,3,2,244,1,Matches
1474,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-207,2001,2.3,134,6,39,73,23,1,134,8,3,37.5,4,50.0,83,392,209,2,1,0,2,1,94,1,Matches
1475,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-084,1992,15.1,1040,89,402,507,142,13,1040,22,11,50.0,10,45.5,612,3407,1998,15,15,0,12,9,700,23,Matches
1476,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-098,1988,4.5,154,6,10,76,68,21,154,5,3,60.0,2,40.0,70,305,117,5,2,2,11,1,111,24,Matches
1477,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-305,2003,3.4,129,8,17,70,43,17,129,5,3,60.0,2,40.0,75,362,118,2,3,2,20,9,100,19,Matches
1478,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-138,2002,13.7,890,26,196,496,214,14,890,19,8,42.1,9,47.4,566,3293,1370,22,23,4,22,15,636,35,Matches
1479,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-350,2002,0.8,54,2,8,39,7,0,54,3,0,0.0,3,100.0,23,94,31,0,0,0,3,0,31,3,Matches
1480,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-216,1997,19.7,489,18,39,231,229,62,487,29,9,31.0,17,58.6,256,1345,651,27,16,6,43,29,361,87,Matches
1481,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-182,1988,13.1,904,32,175,571,166,26,904,10,6,60.0,4,40.0,529,2889,1554,26,25,6,7,8,644,12,Matches
1482,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-260,2002,13.3,747,97,329,371,57,9,747,7,5,71.4,2,28.6,398,1864,1024,7,11,0,13,8,423,9,Matches
1483,Jean Mattéo Bahoya,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,19-268,2005,2.5,131,2,27,48,57,13,131,12,7,58.3,4,33.3,74,436,195,8,3,5,6,7,80,35,Matches
1484,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-111,2004,7.2,334,38,177,125,34,7,334,2,1,50.0,1,50.0,157,834,423,6,3,0,5,2,192,8,Matches
1485,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26-277,1998,16.2,980,51,227,612,148,5,980,14,13,92.9,1,7.1,440,1795,667,8,9,1,16,15,575,10,Matches
1486,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-169,1996,9.3,310,2,19,164,131,36,310,11,4,36.4,6,54.5,162,775,303,8,9,5,30,14,239,58,Matches
1487,Maurides,br BRA,FW,St. Pauli,de Bundesliga,30-326,1994,0.0,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches
1488,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-244,1998,14.2,675,19,99,263,326,48,675,76,28,36.8,42,55.3,454,3323,1778,66,31,20,33,30,485,99,Matches
1489,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-050,1997,15.4,1024,149,524,460,47,18,1024,13,7,53.8,4,30.8,563,2861,1580,12,8,1,9,0,657,2,Matches
1490,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19-287,2005,6.0,380,21,139,214,33,2,380,18,7,38.9,9,50.0,215,956,401,7,3,0,9,5,230,5,Matches
1491,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20-311,2004,2.2,87,1,4,31,53,20,87,5,0,0.0,4,80.0,56,257,119,6,2,2,10,9,68,15,Matches
1492,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-300,1997,2.1,74,2,7,33,37,10,73,4,3,75.0,1,25.0,43,138,48,1,2,2,5,5,50,10,Matches
1493,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-258,2006,3.1,203,7,33,76,94,22,203,15,8,53.3,7,46.7,103,516,253,11,4,3,9,7,145,28,Matches
1494,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-077,1997,19.6,1382,85,506,672,224,20,1382,34,21,61.8,11,32.4,761,3616,1793,24,19,2,13,13,842,39,Matches
1495,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-076,1995,3.7,235,9,56,134,49,10,235,5,4,80.0,1,20.0,132,599,245,2,5,0,3,5,170,14,Matches
1496,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-187,1995,4.7,219,20,58,77,88,6,219,11,5,45.5,4,36.4,117,755,365,12,7,2,7,10,123,32,Matches
1497,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-014,2004,6.9,301,2,39,124,139,15,301,24,6,25.0,13,54.2,204,1224,628,23,10,6,11,7,240,38,Matches
1498,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-032,2006,0.9,73,1,5,31,37,7,73,4,1,25.0,3,75.0,41,267,84,1,1,1,3,3,57,13,Matches
