Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
654,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26-325,1998,4.0,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
655,Roman Dixon,eng ENG,DF,Everton,eng Premier League,20-035,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
656,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,25-167,1999,4.9,8,1.61,3,0,1,1,3,0,1,0.20,0,0,0,0,1,0,Matches
657,Djené,tg TOG,"DF,MF",Getafe,es La Liga,33-030,1991,17.0,12,0.70,10,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
658,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31-346,1993,16.7,14,0.84,10,0,0,4,0,0,2,0.12,2,0,0,0,0,0,Matches
659,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,33-006,1992,15.0,3,0.20,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
660,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26-228,1998,17.7,50,2.82,28,1,6,6,7,2,5,0.28,2,1,0,1,1,0,Matches
661,Dodô,br BRA,DF,Fiorentina,it Serie A,26-074,1998,19.7,52,2.64,37,1,4,2,7,1,6,0.30,2,0,2,0,2,0,Matches
662,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26-214,1998,19.0,18,0.95,10,0,0,5,2,1,1,0.05,0,0,0,1,0,0,Matches
663,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-014,1992,11.9,17,1.43,13,2,0,1,1,0,2,0.17,2,0,0,0,0,0,Matches
664,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22-248,2002,8.8,40,4.57,32,1,5,1,1,0,8,0.91,7,0,1,0,0,0,Matches
665,Marc Domenech,es ESP,FW,Mallorca,es La Liga,19-029,2006,1.3,1,0.79,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
666,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26-184,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
667,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,21-133,2003,6.6,17,2.58,12,0,3,0,1,1,3,0.46,3,0,0,0,0,0,Matches
668,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23-354,2001,5.8,3,0.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
669,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21-268,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
670,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26-216,1998,12.2,15,1.23,9,1,0,2,2,1,0,0.00,0,0,0,0,0,0,Matches
671,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19-304,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
672,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25-340,1999,14.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
673,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,20-096,2004,20.4,58,2.84,38,2,4,4,9,1,7,0.34,5,0,0,1,1,0,Matches
674,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19-285,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
675,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,27-015,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
676,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-015,1998,8.2,18,2.19,9,6,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
677,Alberto Dossena,it ITA,DF,Como,it Serie A,26-109,1998,16.8,9,0.54,7,0,1,1,0,0,2,0.12,1,0,0,1,0,0,Matches
678,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,32-029,1993,17.7,32,1.81,30,0,0,1,0,1,1,0.06,0,0,0,0,0,1,Matches
679,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,25-022,2000,5.0,9,1.79,5,0,0,2,1,1,3,0.60,1,0,0,1,1,0,Matches
680,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19-241,2005,8.8,45,5.09,35,0,6,2,2,0,9,1.02,6,0,1,1,1,0,Matches
681,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,22-105,2002,18.0,31,1.72,20,1,4,4,1,1,3,0.17,3,0,0,0,0,0,Matches
682,Douglas,br BRA,MF,Nantes,fr Ligue 1,28-017,1997,14.9,22,1.48,19,1,1,1,0,0,2,0.13,2,0,0,0,0,0,Matches
683,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21-190,2003,15.8,14,0.89,12,0,0,0,1,1,3,0.19,3,0,0,0,0,0,Matches
684,Issa Doumbia,ci CIV,MF,Venezia,it Serie A,21-106,2003,4.9,10,2.03,9,0,0,0,0,1,2,0.41,2,0,0,0,0,0,Matches
685,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,21-347,2003,8.5,34,4.02,22,9,0,0,1,2,3,0.35,1,1,0,0,0,1,Matches
686,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,17-178,2007,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
687,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,25-181,1999,7.5,11,1.46,5,0,2,1,3,0,1,0.13,1,0,0,0,0,0,Matches
688,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27-223,1997,18.3,31,1.69,25,0,4,2,0,0,5,0.27,3,0,2,0,0,0,Matches
689,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,26-010,1999,15.9,24,1.51,20,2,0,1,0,1,1,0.06,0,1,0,0,0,0,Matches
690,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,23-105,2001,4.9,16,3.24,10,4,1,1,0,0,3,0.61,2,0,1,0,0,0,Matches
691,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22-362,2002,13.9,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
692,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31-361,1993,19.0,2,0.11,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
693,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19-330,2005,4.0,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
694,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29-326,1995,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
695,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,36-015,1989,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
696,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30-329,1994,17.3,61,3.52,41,18,0,2,0,0,9,0.52,8,1,0,0,0,0,Matches
697,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,30-056,1994,13.9,43,3.09,24,11,2,3,3,0,5,0.36,3,2,0,0,0,0,Matches
698,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28-287,1996,12.8,36,2.80,24,4,2,2,3,1,3,0.23,1,0,0,1,1,0,Matches
699,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31-326,1993,8.8,22,2.49,17,4,0,1,0,0,2,0.23,1,0,0,1,0,0,Matches
700,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33-070,1991,16.4,16,0.98,14,0,0,2,0,0,3,0.18,2,0,0,1,0,0,Matches
701,Jhon Durán,co COL,FW,Aston Villa,eng Premier League,21-048,2003,7.1,18,2.54,9,0,0,4,3,2,1,0.14,0,0,0,0,0,1,Matches
702,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23-250,2001,6.0,12,2.01,10,0,1,1,0,0,1,0.17,1,0,0,0,0,0,Matches
703,Julien Duranville,be BEL,"MF,FW",Dortmund,de Bundesliga,18-270,2006,1.9,5,2.66,2,0,0,0,3,0,1,0.53,0,0,0,0,1,0,Matches
704,Hugo Duro,es ESP,FW,Valencia,es La Liga,25-081,1999,16.4,20,1.22,14,0,1,2,3,0,3,0.18,1,0,0,1,1,0,Matches
705,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27-202,1997,6.0,5,0.84,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
706,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,31-076,1993,13.4,74,5.51,42,14,1,6,11,0,7,0.52,5,0,0,0,2,0,Matches
707,Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19-321,2005,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
708,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,29-127,1995,1.4,2,1.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
709,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26-285,1998,16.0,35,2.20,20,7,3,2,3,0,5,0.31,2,2,0,1,0,0,Matches
710,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25-325,1999,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
711,Ederson,br BRA,GK,Manchester City,eng Premier League,31-166,1993,15.0,4,0.27,4,0,0,0,0,0,2,0.13,2,0,0,0,0,0,Matches
712,Éderson,br BRA,MF,Atalanta,it Serie A,25-207,1999,20.8,59,2.84,43,2,5,4,2,3,9,0.43,8,0,0,1,0,0,Matches
713,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,27-152,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
714,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,27-014,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,27-014,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
716,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,22-002,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
717,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21-308,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
718,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26-267,1998,15.3,37,2.42,31,0,0,4,1,1,4,0.26,4,0,0,0,0,0,Matches
719,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-053,1996,17.2,29,1.69,24,0,1,1,2,1,2,0.12,2,0,0,0,0,0,Matches
720,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29-250,1995,17.8,31,1.74,24,2,0,2,2,1,2,0.11,1,0,0,1,0,0,Matches
721,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,27-028,1998,6.5,31,4.81,18,4,7,0,2,0,1,0.16,1,0,0,0,0,0,Matches
722,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,18-080,2006,4.9,16,3.25,11,0,0,2,3,0,2,0.41,1,0,0,1,0,0,Matches
723,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22-224,2002,14.7,58,3.94,37,0,8,10,3,0,7,0.48,5,0,1,0,1,0,Matches
724,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24-300,2000,9.5,18,1.89,14,2,0,1,1,0,4,0.42,3,0,0,1,0,0,Matches
725,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,21-164,2003,3.5,3,0.85,2,0,0,0,0,1,1,0.28,1,0,0,0,0,0,Matches
726,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22-219,2002,2.1,6,2.90,3,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
727,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30-313,1994,3.0,3,0.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
728,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-015,2002,14.6,18,1.23,18,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
729,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22-278,2002,15.2,59,3.88,36,11,2,3,7,0,7,0.46,5,1,0,0,1,0,Matches
730,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22-325,2002,16.1,28,1.74,21,0,2,2,2,1,3,0.19,3,0,0,0,0,0,Matches
731,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,21-301,2003,0.9,5,5.49,3,2,0,0,0,0,2,2.20,2,0,0,0,0,0,Matches
732,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,25-128,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
733,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30-308,1994,4.9,6,1.22,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
734,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28-122,1996,12.5,9,0.72,8,0,0,1,0,0,2,0.16,1,0,0,1,0,0,Matches
735,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-268,1992,11.7,28,2.39,14,8,1,1,4,0,1,0.09,1,0,0,0,0,0,Matches
736,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,27-351,1997,10.2,19,1.86,16,0,1,1,1,0,2,0.20,2,0,0,0,0,0,Matches
737,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21-362,2003,12.6,19,1.51,14,0,2,1,2,0,3,0.24,2,0,1,0,0,0,Matches
738,Emerson,br BRA,DF,Milan,it Serie A,26-016,1999,15.3,33,2.16,29,0,0,2,2,0,1,0.07,1,0,0,0,0,0,Matches
739,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,eng Premier League,19-020,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
740,Julio Enciso,py PAR,MF,Ipswich Town,eng Premier League,21-007,2004,0.1,1,7.50,0,1,0,0,0,0,1,7.50,0,1,0,0,0,0,Matches
741,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,21-007,2004,3.3,12,3.69,5,1,3,1,2,0,0,0.00,0,0,0,0,0,0,Matches
742,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,31-356,1993,0.9,2,2.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
743,Endrick,br BRA,FW,Real Madrid,es La Liga,18-193,2006,1.1,4,3.50,2,0,1,0,1,0,2,1.75,0,0,1,0,1,0,Matches
744,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23-358,2001,10.5,23,2.20,19,1,1,0,1,1,2,0.19,2,0,0,0,0,0,Matches
745,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,21-144,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
746,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32-351,1992,7.0,27,3.83,17,10,0,0,0,0,6,0.85,4,2,0,0,0,0,Matches
747,Martin Erlic,hr CRO,DF,Bologna,it Serie A,27-006,1998,2.5,2,0.80,1,0,0,0,1,0,1,0.40,0,0,0,0,1,0,Matches
748,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,30-009,1995,9.2,8,0.87,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
749,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,33-025,1992,4.4,3,0.68,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
750,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22-212,2002,13.4,41,3.05,24,3,4,6,3,1,5,0.37,0,0,2,2,1,0,Matches
751,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19-262,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
752,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-007,1998,11.0,17,1.54,9,1,1,3,3,0,3,0.27,2,0,1,0,0,0,Matches
753,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19-322,2005,12.2,24,1.96,17,0,2,3,2,0,1,0.08,1,0,0,0,0,0,Matches
754,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-077,1995,4.0,7,1.77,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
755,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,27-009,1998,15.7,36,2.29,24,9,0,2,1,0,4,0.25,3,0,0,0,1,0,Matches
756,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25-116,1999,15.2,42,2.76,25,0,3,6,8,0,7,0.46,1,0,1,1,4,0,Matches
757,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,37-027,1988,3.2,2,0.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
758,Edu Expósito,es ESP,MF,Espanyol,es La Liga,28-182,1996,1.1,6,5.57,3,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
759,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26-215,1998,17.6,84,4.78,45,19,6,8,6,0,7,0.40,6,1,0,0,0,0,Matches
760,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,23-044,2001,16.5,48,2.91,30,0,8,6,3,1,3,0.18,2,0,0,1,0,0,Matches
761,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-016,2003,6.5,9,1.39,3,0,0,4,1,1,0,0.00,0,0,0,0,0,0,Matches
762,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39-287,1985,11.9,3,0.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
763,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,23-088,2001,16.9,48,2.83,33,1,5,3,5,1,7,0.41,6,0,1,0,0,0,Matches
764,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26-302,1998,17.3,6,0.35,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
765,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23-353,2001,6.3,10,1.57,8,0,0,2,0,0,1,0.16,1,0,0,0,0,0,Matches
766,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26-200,1998,6.5,20,3.06,12,3,1,0,3,1,2,0.31,2,0,0,0,0,0,Matches
767,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29-293,1995,22.0,4,0.18,3,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
768,Davide Faraoni,it ITA,"DF,MF",Hellas Verona,it Serie A,33-097,1991,1.5,2,1.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
769,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20-328,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,Matches
770,Ansu Fati,es ESP,FW,Barcelona,es La Liga,22-091,2002,1.4,4,2.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
771,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20-235,2004,3.8,10,2.59,9,0,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches
772,Jacopo Fazzini,it ITA,"MF,FW",Empoli,it Serie A,21-320,2003,8.5,25,2.92,15,1,2,2,5,0,3,0.35,3,0,0,0,0,0,Matches
773,Peter Federico,do DOM,"MF,FW",Getafe,es La Liga,22-189,2002,3.7,8,2.14,5,0,0,1,1,1,1,0.27,1,0,0,0,0,0,Matches
774,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31-196,1993,2.0,12,6.00,9,2,0,0,0,1,1,0.50,0,1,0,0,0,0,Matches
775,Mattia Felici,it ITA,"MF,DF",Cagliari,it Serie A,23-288,2001,5.6,20,3.57,10,1,8,0,1,0,4,0.71,3,0,1,0,0,0,Matches
776,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,25-081,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,Matches
777,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33-363,1991,18.2,38,2.09,32,2,2,0,0,2,4,0.22,4,0,0,0,0,0,Matches
778,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20-103,2004,2.5,4,1.59,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
779,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25-159,1999,3.6,11,3.09,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
780,Zinedine Ferhat,dz ALG,FW,Angers,fr Ligue 1,31-335,1993,3.6,13,3.58,8,3,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
781,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30-144,1994,20.4,102,5.00,74,16,3,3,5,1,8,0.39,7,1,0,0,0,0,Matches
782,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,28-290,1996,7.8,9,1.16,6,0,0,1,1,1,1,0.13,1,0,0,0,0,0,Matches
783,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-204,2004,18.3,45,2.46,26,10,3,4,1,1,4,0.22,2,1,0,0,0,1,Matches
784,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26-292,1998,7.3,2,0.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
785,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-013,2001,17.8,83,4.67,65,9,1,2,1,5,11,0.62,9,2,0,0,0,0,Matches
786,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22-211,2002,1.1,4,3.60,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
787,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,25-068,1999,2.6,2,0.78,1,0,0,0,0,1,1,0.39,0,0,0,0,0,1,Matches
788,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,19-362,2005,4.9,11,2.27,8,2,0,0,1,0,3,0.62,2,0,0,0,1,0,Matches
789,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32-324,1992,10.7,27,2.52,24,0,0,2,1,0,4,0.37,3,0,0,1,0,0,Matches
790,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26-231,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
791,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24-110,2000,15.2,18,1.19,14,2,0,1,0,1,1,0.07,1,0,0,0,0,0,Matches
792,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31-231,1993,22.4,4,0.18,1,3,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
793,Mateo Flores,es ESP,MF,Betis,es La Liga,20-298,2004,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
794,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24-247,2000,14.4,68,4.73,44,15,2,5,2,0,7,0.49,3,1,0,3,0,0,Matches
795,Malick Fofana,be BEL,"FW,MF",Lyon,fr Ligue 1,19-305,2005,11.2,30,2.69,23,0,2,1,4,0,6,0.54,5,0,1,0,0,0,Matches
796,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29-268,1995,2.8,13,4.64,10,0,0,2,1,0,1,0.36,1,0,0,0,0,0,Matches
797,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-044,2000,11.3,11,0.98,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
798,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24-162,2000,19.0,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
799,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-020,1999,18.1,40,2.22,37,0,0,0,0,3,4,0.22,4,0,0,0,0,0,Matches
800,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-004,1996,16.1,27,1.67,24,0,1,1,1,0,2,0.12,2,0,0,0,0,0,Matches
801,Michael Folorunsho,it ITA,"MF,FW",Fiorentina,it Serie A,26-358,1998,2.2,6,2.67,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
802,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26-358,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
803,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27-004,1998,2.2,4,1.82,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
804,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20-317,2004,2.6,5,1.91,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0,Matches
805,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28-343,1996,11.6,59,5.07,50,5,2,2,0,0,5,0.43,5,0,0,0,0,0,Matches
806,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20-194,2004,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
807,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,36-319,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
808,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-181,2006,3.3,8,2.44,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
809,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31-313,1993,14.0,17,1.21,9,3,1,3,0,1,2,0.14,1,0,0,1,0,0,Matches
810,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-018,1998,2.0,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
811,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-182,2002,6.9,10,1.45,9,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
812,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29-293,1995,14.4,43,2.99,35,6,0,1,1,0,5,0.35,5,0,0,0,0,0,Matches
813,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,27-339,1997,6.8,6,0.88,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
814,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,30-341,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
815,Davide Frattesi,it ITA,MF,Inter,it Serie A,25-100,1999,8.0,10,1.25,8,0,1,0,1,0,2,0.25,1,0,0,0,1,0,Matches
816,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-298,2001,20.5,34,1.66,28,0,0,0,2,4,1,0.05,1,0,0,0,0,0,Matches
817,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-026,1998,3.7,7,1.87,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
